mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,approved_by,approved_date,issued_by,issued_date,status,remarks
1,MO202606010001,2026-06-01,4,2,2,3,8,2026-06-01,5,2026-06-01,Received,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Copper Rack A | To: Stator Winding Line 1 | Reason: Issue copper winding wire for stator production batch MO batch 001. | Note: Material received and acknowledged at destination.
198,MO202600000198,2026-12-15,12,6,6,6,1,2026-12-15,5,2026-12-15,Partially Received,Type: Finished Goods to Dispatch | Priority: High | From: Finished Goods Warehouse - Customer Hold Rack | To: Customer Pickup Bay | Reason: Move dispatch-ready motors for vehicle loading MO batch 198. | Note: Partial receipt recorded; balance pending verification.
199,MO202600000199,2026-12-16,10,5,3,4,10,2026-12-16,,,Approved,Type: Inter-Department Transfer | Priority: Medium | From: Production Utility Panel Area | To: Line Support Store | Reason: Move tagged assemblies for cross-line recovery MO batch 199. | Note: Approved and waiting for movement team assignment.
200,MO202600000200,2026-12-17,13,6,5,2,,,,,Pending Approval,Type: Return to Stores | Priority: Medium | From: Maintenance Return Counter | To: Maintenance Spares Cage | Reason: Return serviceable spares after maintenance closure MO batch 200. | Note: Awaiting department approval before material handling.
201,MO202600000201,2026-12-18,11,5,2,3,,,,,Draft,Type: Stores to Production | Priority: Urgent | From: Raw Material Warehouse - Copper Rack A | To: Stator Winding Line 1 | Reason: Issue copper winding wire for stator production batch MO batch 201. | Note: Draft prepared for supervisor review.
202,MO202600000202,2026-12-19,12,6,2,5,,,,,Cancelled,Type: Stores to Maintenance | Priority: Medium | From: Maintenance Spares Cage | To: Assembly Maintenance Bay | Reason: Transfer bearing puller kit for test bench repair MO batch 202. | Note: Cancelled due to revised production or dispatch priority.
203,MO202600000203,2026-12-20,1,1,3,5,8,2026-12-20,3,2026-12-20,Received,Type: Production to Quality | Priority: High | From: Stator Winding Line 1 | To: Assembly Quality Gate | Reason: Move sample stators for insulation resistance testing MO batch 203. | Note: Material received and acknowledged at destination.
204,MO202600000204,2026-12-21,5,1,5,6,1,2026-12-21,,,Approved,Type: Production to Finished Goods | Priority: Urgent | From: Final Assembly Line 1 | To: Finished Goods Warehouse - EV Motor Zone | Reason: Transfer completed traction motors after final torque verification MO batch 204. | Note: Approved and waiting for movement team assignment.
205,MO202600000205,2026-12-22,7,3,6,6,10,2026-12-22,11,2026-12-22,Issued,Type: Finished Goods to Dispatch | Priority: Low | From: Finished Goods Warehouse - EV Motor Zone | To: Dispatch Staging Dock 1 | Reason: Stage motors for OEM dispatch MO batch 205. | Note: Material issued from source area; receipt confirmation pending.
206,MO202600000206,2026-12-23,5,1,3,4,8,2026-12-23,5,2026-12-23,Received,Type: Inter-Department Transfer | Priority: High | From: Stator Buffer Area | To: Rotor Assembly Feed Bay | Reason: Transfer matched stator sets for rotor pairing MO batch 206. | Note: Material received and acknowledged at destination.
207,MO202600000207,2026-12-24,8,4,5,2,1,2026-12-24,3,2026-12-24,Issued,Type: Return to Stores | Priority: Medium | From: Assembly Line Surplus Bin | To: Raw Material Warehouse - Copper Rack A | Reason: Return unused copper wire after order closure MO batch 207. | Note: Material issued from source area; receipt confirmation pending.
208,MO202600000208,2026-12-25,6,3,2,3,10,2026-12-25,7,2026-12-25,Partially Received,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Lamination Bay | To: Core Stacking Line | Reason: Move stator laminations for core stacking schedule MO batch 208. | Note: Partial receipt recorded; balance pending verification.
209,MO202600000209,2026-12-26,7,3,2,5,8,2026-12-26,,,Approved,Type: Stores to Maintenance | Priority: Urgent | From: Tool Crib - Calibration Shelf | To: Preventive Maintenance Bay | Reason: Move torque tools for scheduled calibration MO batch 209. | Note: Approved and waiting for movement team assignment.
210,MO202600000210,2026-12-27,9,4,3,5,,,,,Pending Approval,Type: Production to Quality | Priority: Medium | From: Core Stacking Line | To: Incoming Quality Bay | Reason: Move core stacks for dimensional inspection MO batch 210. | Note: Awaiting department approval before material handling.
211,MO202600000211,2026-12-28,12,6,5,6,,,,,Draft,Type: Production to Finished Goods | Priority: High | From: Final Assembly Line 2 | To: Finished Goods Warehouse - Premium Motor Aisle | Reason: Move auxiliary motors after QA label application MO batch 211. | Note: Draft prepared for supervisor review.
212,MO202600000212,2026-12-29,1,1,6,6,,,,,Cancelled,Type: Finished Goods to Dispatch | Priority: Urgent | From: Finished Goods Warehouse - Premium Motor Aisle | To: Dispatch Staging Dock 2 | Reason: Move premium motors for export packing MO batch 212. | Note: Cancelled due to revised production or dispatch priority.
213,MO202600000213,2026-12-30,12,6,3,4,1,2026-12-30,11,2026-12-30,Received,Type: Inter-Department Transfer | Priority: Low | From: Winding Line Transfer Rack | To: Rotor Balancing Cell | Reason: Move rework material for balancing support MO batch 213. | Note: Material received and acknowledged at destination.
214,MO202600000214,2026-12-31,3,2,5,2,10,2026-12-31,,,Approved,Type: Return to Stores | Priority: High | From: Winding Line Excess Material Trolley | To: Raw Material Warehouse - Fastener Rack | Reason: Return unused fastener kits after model changeover MO batch 214. | Note: Approved and waiting for movement team assignment.
215,MO202600000215,2027-01-01,13,6,2,3,8,2027-01-01,3,2027-01-01,Issued,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Magnet Cage | To: Rotor Assembly Line 1 | Reason: Issue magnet sets for rotor build plan MO batch 215. | Note: Material issued from source area; receipt confirmation pending.
216,MO202600000216,2027-01-02,1,1,2,5,1,2027-01-02,7,2027-01-02,Received,Type: Stores to Maintenance | Priority: Medium | From: Lubricants Store | To: Motor Test Maintenance Bay | Reason: Issue grease cartridges for preventive maintenance MO batch 216. | Note: Material received and acknowledged at destination.
217,MO202600000217,2027-01-03,4,2,3,5,10,2027-01-03,11,2027-01-03,Issued,Type: Production to Quality | Priority: Urgent | From: Impregnation Oven Exit Area | To: Quality Inspection Bay 1 | Reason: Move varnished stators for quality release MO batch 217. | Note: Material issued from source area; receipt confirmation pending.
218,MO202600000218,2027-01-04,7,3,5,6,8,2027-01-04,5,2027-01-04,Partially Received,Type: Production to Finished Goods | Priority: Medium | From: End of Line Test Area | To: Finished Goods Warehouse - Export Hold | Reason: Transfer export motors after packing checklist completion MO batch 218. | Note: Partial receipt recorded; balance pending verification.
219,MO202600000219,2027-01-05,9,4,6,6,1,2027-01-05,,,Approved,Type: Finished Goods to Dispatch | Priority: High | From: Finished Goods Warehouse - Export Hold | To: Dispatch Staging Dock 3 | Reason: Transfer export hold motors for container stuffing MO batch 219. | Note: Approved and waiting for movement team assignment.
220,MO202600000220,2027-01-06,7,3,3,4,,,,,Pending Approval,Type: Inter-Department Transfer | Priority: Urgent | From: Core Stacking Output Rack | To: Assembly Supermarket | Reason: Move line support tooling between production areas MO batch 220. | Note: Awaiting department approval before material handling.
221,MO202600000221,2027-01-07,10,5,5,2,,,,,Draft,Type: Return to Stores | Priority: Low | From: Core Stacking Excess Rack | To: Raw Material Warehouse - Lamination Bay | Reason: Return excess stator laminations after yield adjustment MO batch 221. | Note: Draft prepared for supervisor review.
222,MO202600000222,2027-01-08,8,4,2,3,,,,,Cancelled,Type: Stores to Production | Priority: High | From: Electrical Store - Sleeve Bin | To: Harness Preparation Cell | Reason: Issue insulation sleeves for winding rework batch MO batch 222. | Note: Cancelled due to revised production or dispatch priority.
223,MO202600000223,2027-01-09,9,4,2,5,10,2027-01-09,3,2027-01-09,Received,Type: Stores to Maintenance | Priority: Medium | From: Safety Stock Room | To: Shutdown Maintenance Cage | Reason: Move safety relays for shutdown replacement MO batch 223. | Note: Material received and acknowledged at destination.
224,MO202600000224,2027-01-10,11,5,3,5,8,2027-01-10,,,Approved,Type: Production to Quality | Priority: Medium | From: Rotor Assembly Line 2 | To: Quality Hold Area | Reason: Move rotor assemblies for balancing audit MO batch 224. | Note: Approved and waiting for movement team assignment.
225,MO202600000225,2027-01-11,1,1,5,6,1,2027-01-11,11,2027-01-11,Issued,Type: Production to Finished Goods | Priority: Urgent | From: Packing Line - Motor Cell | To: Finished Goods Warehouse - Dispatch Ready Bay | Reason: Move motors after end-of-line test release MO batch 225. | Note: Material issued from source area; receipt confirmation pending.
226,MO202600000226,2027-01-12,4,2,6,6,10,2027-01-12,5,2027-01-12,Received,Type: Finished Goods to Dispatch | Priority: Medium | From: Finished Goods Warehouse - Dispatch Ready Bay | To: Export Packing Bay | Reason: Stage motors for customer pickup MO batch 226. | Note: Material received and acknowledged at destination.
227,MO202600000227,2027-01-13,1,1,3,4,8,2027-01-13,3,2027-01-13,Issued,Type: Inter-Department Transfer | Priority: High | From: Rework Cell - Stator Bay | To: Rework Cell - Rotor Balancing | Reason: Transfer buffer material to assembly supermarket MO batch 227. | Note: Material issued from source area; receipt confirmation pending.
228,MO202600000228,2027-01-14,5,1,5,2,1,2027-01-14,7,2027-01-14,Partially Received,Type: Return to Stores | Priority: Urgent | From: Final Assembly Changeover Trolley | To: Electrical Store - Connector Bin | Reason: Return unused connector sets after harness change MO batch 228. | Note: Partial receipt recorded; balance pending verification.
229,MO202600000229,2027-01-15,3,2,2,3,10,2027-01-15,,,Approved,Type: Stores to Production | Priority: Low | From: Raw Material Warehouse - Fastener Rack | To: Assembly Line Feed Bay | Reason: Transfer fastener kits for motor assembly plan MO batch 229. | Note: Approved and waiting for movement team assignment.
230,MO202600000230,2027-01-16,4,2,2,5,,,,,Pending Approval,Type: Stores to Maintenance | Priority: High | From: Electrical Store - Breaker Bin | To: Utility Repair Bench | Reason: Issue contactors for assembly line repair MO batch 230. | Note: Awaiting department approval before material handling.
231,MO202600000231,2027-01-17,6,3,3,5,,,,,Draft,Type: Production to Quality | Priority: Medium | From: Final Test Area | To: NVH Audit Bench | Reason: Move motors for noise and vibration audit MO batch 231. | Note: Draft prepared for supervisor review.
232,MO202600000232,2027-01-18,9,4,5,6,,,,,Cancelled,Type: Production to Finished Goods | Priority: Medium | From: Quality Release Area | To: Finished Goods Warehouse - Audit Hold Rack | Reason: Move quality-released motors into finished goods storage MO batch 232. | Note: Cancelled due to revised production or dispatch priority.
233,MO202600000233,2027-01-19,11,5,6,6,8,2027-01-19,11,2027-01-19,Received,Type: Finished Goods to Dispatch | Priority: Urgent | From: Finished Goods Warehouse - Customer Hold Rack | To: Customer Pickup Bay | Reason: Move dispatch-ready motors for vehicle loading MO batch 233. | Note: Material received and acknowledged at destination.
234,MO202600000234,2027-01-20,9,4,3,4,1,2027-01-20,,,Approved,Type: Inter-Department Transfer | Priority: Medium | From: Production Utility Panel Area | To: Line Support Store | Reason: Move tagged assemblies for cross-line recovery MO batch 234. | Note: Approved and waiting for movement team assignment.
235,MO202600000235,2027-01-21,12,6,5,2,10,2027-01-21,3,2027-01-21,Issued,Type: Return to Stores | Priority: High | From: Maintenance Return Counter | To: Maintenance Spares Cage | Reason: Return serviceable spares after maintenance closure MO batch 235. | Note: Material issued from source area; receipt confirmation pending.
236,MO202600000236,2027-01-22,10,5,2,3,8,2027-01-22,7,2027-01-22,Received,Type: Stores to Production | Priority: Urgent | From: Raw Material Warehouse - Copper Rack A | To: Stator Winding Line 1 | Reason: Issue copper winding wire for stator production batch MO batch 236. | Note: Material received and acknowledged at destination.
237,MO202600000237,2027-01-23,11,5,2,5,1,2027-01-23,11,2027-01-23,Issued,Type: Stores to Maintenance | Priority: Low | From: Maintenance Spares Cage | To: Assembly Maintenance Bay | Reason: Transfer bearing puller kit for test bench repair MO batch 237. | Note: Material issued from source area; receipt confirmation pending.
238,MO202600000238,2027-01-24,13,6,3,5,10,2027-01-24,5,2027-01-24,Partially Received,Type: Production to Quality | Priority: High | From: Stator Winding Line 1 | To: Assembly Quality Gate | Reason: Move sample stators for insulation resistance testing MO batch 238. | Note: Partial receipt recorded; balance pending verification.
239,MO202600000239,2027-01-25,4,2,5,6,8,2027-01-25,,,Approved,Type: Production to Finished Goods | Priority: Medium | From: Final Assembly Line 1 | To: Finished Goods Warehouse - EV Motor Zone | Reason: Transfer completed traction motors after final torque verification MO batch 239. | Note: Approved and waiting for movement team assignment.
240,MO202600000240,2027-01-26,6,3,6,6,,,,,Pending Approval,Type: Finished Goods to Dispatch | Priority: Medium | From: Finished Goods Warehouse - EV Motor Zone | To: Dispatch Staging Dock 1 | Reason: Stage motors for OEM dispatch MO batch 240. | Note: Awaiting department approval before material handling.
241,MO202600000241,2027-01-27,4,2,3,4,,,,,Draft,Type: Inter-Department Transfer | Priority: Urgent | From: Stator Buffer Area | To: Rotor Assembly Feed Bay | Reason: Transfer matched stator sets for rotor pairing MO batch 241. | Note: Draft prepared for supervisor review.
242,MO202600000242,2027-01-28,7,3,5,2,,,,,Cancelled,Type: Return to Stores | Priority: Medium | From: Assembly Line Surplus Bin | To: Raw Material Warehouse - Copper Rack A | Reason: Return unused copper wire after order closure MO batch 242. | Note: Cancelled due to revised production or dispatch priority.
243,MO202600000243,2027-01-29,5,1,2,3,1,2027-01-29,3,2027-01-29,Received,Type: Stores to Production | Priority: High | From: Raw Material Warehouse - Lamination Bay | To: Core Stacking Line | Reason: Move stator laminations for core stacking schedule MO batch 243. | Note: Material received and acknowledged at destination.
244,MO202600000244,2027-01-30,6,3,2,5,10,2027-01-30,,,Approved,Type: Stores to Maintenance | Priority: Urgent | From: Tool Crib - Calibration Shelf | To: Preventive Maintenance Bay | Reason: Move torque tools for scheduled calibration MO batch 244. | Note: Approved and waiting for movement team assignment.
245,MO202600000245,2027-01-31,8,4,3,5,8,2027-01-31,11,2027-01-31,Issued,Type: Production to Quality | Priority: Low | From: Core Stacking Line | To: Incoming Quality Bay | Reason: Move core stacks for dimensional inspection MO batch 245. | Note: Material issued from source area; receipt confirmation pending.
246,MO202600000246,2027-02-01,11,5,5,6,1,2027-02-01,5,2027-02-01,Received,Type: Production to Finished Goods | Priority: High | From: Final Assembly Line 2 | To: Finished Goods Warehouse - Premium Motor Aisle | Reason: Move auxiliary motors after QA label application MO batch 246. | Note: Material received and acknowledged at destination.
247,MO202600000247,2027-02-02,13,6,6,6,10,2027-02-02,3,2027-02-02,Issued,Type: Finished Goods to Dispatch | Priority: Medium | From: Finished Goods Warehouse - Premium Motor Aisle | To: Dispatch Staging Dock 2 | Reason: Move premium motors for export packing MO batch 247. | Note: Material issued from source area; receipt confirmation pending.
248,MO202600000248,2027-02-03,11,5,3,4,8,2027-02-03,7,2027-02-03,Partially Received,Type: Inter-Department Transfer | Priority: Medium | From: Winding Line Transfer Rack | To: Rotor Balancing Cell | Reason: Move rework material for balancing support MO batch 248. | Note: Partial receipt recorded; balance pending verification.
249,MO202600000249,2027-02-04,1,1,5,2,1,2027-02-04,,,Approved,Type: Return to Stores | Priority: Urgent | From: Winding Line Excess Material Trolley | To: Raw Material Warehouse - Fastener Rack | Reason: Return unused fastener kits after model changeover MO batch 249. | Note: Approved and waiting for movement team assignment.
250,MO202600000250,2027-02-05,12,6,2,3,,,,,Pending Approval,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Magnet Cage | To: Rotor Assembly Line 1 | Reason: Issue magnet sets for rotor build plan MO batch 250. | Note: Awaiting department approval before material handling.
251,MO202600000251,2027-02-06,13,6,2,5,,,,,Draft,Type: Stores to Maintenance | Priority: High | From: Lubricants Store | To: Motor Test Maintenance Bay | Reason: Issue grease cartridges for preventive maintenance MO batch 251. | Note: Draft prepared for supervisor review.
252,MO202600000252,2027-02-07,3,2,3,5,,,,,Cancelled,Type: Production to Quality | Priority: Urgent | From: Impregnation Oven Exit Area | To: Quality Inspection Bay 1 | Reason: Move varnished stators for quality release MO batch 252. | Note: Cancelled due to revised production or dispatch priority.
253,MO202600000253,2027-02-08,6,3,5,6,10,2027-02-08,11,2027-02-08,Received,Type: Production to Finished Goods | Priority: Low | From: End of Line Test Area | To: Finished Goods Warehouse - Export Hold | Reason: Transfer export motors after packing checklist completion MO batch 253. | Note: Material received and acknowledged at destination.
254,MO202600000254,2027-02-09,8,4,6,6,8,2027-02-09,,,Approved,Type: Finished Goods to Dispatch | Priority: High | From: Finished Goods Warehouse - Export Hold | To: Dispatch Staging Dock 3 | Reason: Transfer export hold motors for container stuffing MO batch 254. | Note: Approved and waiting for movement team assignment.
255,MO202600000255,2027-02-10,6,3,3,4,1,2027-02-10,3,2027-02-10,Issued,Type: Inter-Department Transfer | Priority: Medium | From: Core Stacking Output Rack | To: Assembly Supermarket | Reason: Move line support tooling between production areas MO batch 255. | Note: Material issued from source area; receipt confirmation pending.
256,MO202600000256,2027-02-11,9,4,5,2,10,2027-02-11,7,2027-02-11,Received,Type: Return to Stores | Priority: Medium | From: Core Stacking Excess Rack | To: Raw Material Warehouse - Lamination Bay | Reason: Return excess stator laminations after yield adjustment MO batch 256. | Note: Material received and acknowledged at destination.
257,MO202600000257,2027-02-12,7,3,2,3,8,2027-02-12,11,2027-02-12,Issued,Type: Stores to Production | Priority: Urgent | From: Electrical Store - Sleeve Bin | To: Harness Preparation Cell | Reason: Issue insulation sleeves for winding rework batch MO batch 257. | Note: Material issued from source area; receipt confirmation pending.
258,MO202600000258,2027-02-13,8,4,2,5,1,2027-02-13,5,2027-02-13,Partially Received,Type: Stores to Maintenance | Priority: Medium | From: Safety Stock Room | To: Shutdown Maintenance Cage | Reason: Move safety relays for shutdown replacement MO batch 258. | Note: Partial receipt recorded; balance pending verification.
259,MO202600000259,2027-02-14,10,5,3,5,10,2027-02-14,,,Approved,Type: Production to Quality | Priority: High | From: Rotor Assembly Line 2 | To: Quality Hold Area | Reason: Move rotor assemblies for balancing audit MO batch 259. | Note: Approved and waiting for movement team assignment.
260,MO202600000260,2027-02-15,13,6,5,6,,,,,Pending Approval,Type: Production to Finished Goods | Priority: Urgent | From: Packing Line - Motor Cell | To: Finished Goods Warehouse - Dispatch Ready Bay | Reason: Move motors after end-of-line test release MO batch 260. | Note: Awaiting department approval before material handling.
261,MO202600000261,2027-02-16,3,2,6,6,,,,,Draft,Type: Finished Goods to Dispatch | Priority: Low | From: Finished Goods Warehouse - Dispatch Ready Bay | To: Export Packing Bay | Reason: Stage motors for customer pickup MO batch 261. | Note: Draft prepared for supervisor review.
262,MO202600000262,2027-02-17,13,6,3,4,,,,,Cancelled,Type: Inter-Department Transfer | Priority: High | From: Rework Cell - Stator Bay | To: Rework Cell - Rotor Balancing | Reason: Transfer buffer material to assembly supermarket MO batch 262. | Note: Cancelled due to revised production or dispatch priority.
263,MO202600000263,2027-02-18,4,2,5,2,8,2027-02-18,3,2027-02-18,Received,Type: Return to Stores | Priority: Medium | From: Final Assembly Changeover Trolley | To: Electrical Store - Connector Bin | Reason: Return unused connector sets after harness change MO batch 263. | Note: Material received and acknowledged at destination.
264,MO202600000264,2027-02-19,1,1,2,3,1,2027-02-19,,,Approved,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Fastener Rack | To: Assembly Line Feed Bay | Reason: Transfer fastener kits for motor assembly plan MO batch 264. | Note: Approved and waiting for movement team assignment.
265,MO202600000265,2027-02-20,3,2,2,5,10,2027-02-20,11,2027-02-20,Issued,Type: Stores to Maintenance | Priority: Urgent | From: Electrical Store - Breaker Bin | To: Utility Repair Bench | Reason: Issue contactors for assembly line repair MO batch 265. | Note: Material issued from source area; receipt confirmation pending.
266,MO202600000266,2027-02-21,5,1,3,5,8,2027-02-21,5,2027-02-21,Received,Type: Production to Quality | Priority: Medium | From: Final Test Area | To: NVH Audit Bench | Reason: Move motors for noise and vibration audit MO batch 266. | Note: Material received and acknowledged at destination.
267,MO202600000267,2027-02-22,8,4,5,6,1,2027-02-22,3,2027-02-22,Issued,Type: Production to Finished Goods | Priority: High | From: Quality Release Area | To: Finished Goods Warehouse - Audit Hold Rack | Reason: Move quality-released motors into finished goods storage MO batch 267. | Note: Material issued from source area; receipt confirmation pending.
268,MO202600000268,2027-02-23,10,5,6,6,10,2027-02-23,7,2027-02-23,Partially Received,Type: Finished Goods to Dispatch | Priority: Urgent | From: Finished Goods Warehouse - Customer Hold Rack | To: Customer Pickup Bay | Reason: Move dispatch-ready motors for vehicle loading MO batch 268. | Note: Partial receipt recorded; balance pending verification.
269,MO202600000269,2027-02-24,8,4,3,4,8,2027-02-24,,,Approved,Type: Inter-Department Transfer | Priority: Low | From: Production Utility Panel Area | To: Line Support Store | Reason: Move tagged assemblies for cross-line recovery MO batch 269. | Note: Approved and waiting for movement team assignment.
270,MO202600000270,2027-02-25,11,5,5,2,,,,,Pending Approval,Type: Return to Stores | Priority: High | From: Maintenance Return Counter | To: Maintenance Spares Cage | Reason: Return serviceable spares after maintenance closure MO batch 270. | Note: Awaiting department approval before material handling.
271,MO202600000271,2027-02-26,9,4,2,3,,,,,Draft,Type: Stores to Production | Priority: Medium | From: Raw Material Warehouse - Copper Rack A | To: Stator Winding Line 1 | Reason: Issue copper winding wire for stator production batch MO batch 271. | Note: Draft prepared for supervisor review.
272,MO202600000272,2027-02-27,10,5,2,5,,,,,Cancelled,Type: Stores to Maintenance | Priority: Medium | From: Maintenance Spares Cage | To: Assembly Maintenance Bay | Reason: Transfer bearing puller kit for test bench repair MO batch 272. | Note: Cancelled due to revised production or dispatch priority.
273,MO202600000273,2027-02-28,12,6,3,5,1,2027-02-28,11,2027-02-28,Received,Type: Production to Quality | Priority: Urgent | From: Stator Winding Line 1 | To: Assembly Quality Gate | Reason: Move sample stators for insulation resistance testing MO batch 273. | Note: Material received and acknowledged at destination.
274,MO202600000274,2027-03-01,3,2,5,6,10,2027-03-01,,,Approved,Type: Production to Finished Goods | Priority: Medium | From: Final Assembly Line 1 | To: Finished Goods Warehouse - EV Motor Zone | Reason: Transfer completed traction motors after final torque verification MO batch 274. | Note: Approved and waiting for movement team assignment.
275,MO202600000275,2027-03-02,5,1,6,6,8,2027-03-02,3,2027-03-02,Issued,Type: Finished Goods to Dispatch | Priority: High | From: Finished Goods Warehouse - EV Motor Zone | To: Dispatch Staging Dock 1 | Reason: Stage motors for OEM dispatch MO batch 275. | Note: Material issued from source area; receipt confirmation pending.
276,MO202600000276,2027-03-03,3,2,3,4,1,2027-03-03,7,2027-03-03,Received,Type: Inter-Department Transfer | Priority: Urgent | From: Stator Buffer Area | To: Rotor Assembly Feed Bay | Reason: Transfer matched stator sets for rotor pairing MO batch 276. | Note: Material received and acknowledged at destination.
277,MO202600000277,2027-03-04,6,3,5,2,10,2027-03-04,11,2027-03-04,Issued,Type: Return to Stores | Priority: Low | From: Assembly Line Surplus Bin | To: Raw Material Warehouse - Copper Rack A | Reason: Return unused copper wire after order closure MO batch 277. | Note: Material issued from source area; receipt confirmation pending.
278,MO202600000278,2027-03-05,4,2,2,3,8,2027-03-05,5,2027-03-05,Partially Received,Type: Stores to Production | Priority: High | From: Raw Material Warehouse - Lamination Bay | To: Core Stacking Line | Reason: Move stator laminations for core stacking schedule MO batch 278. | Note: Partial receipt recorded; balance pending verification.
279,MO202600000279,2027-03-06,5,1,2,5,1,2027-03-06,,,Approved,Type: Stores to Maintenance | Priority: Medium | From: Tool Crib - Calibration Shelf | To: Preventive Maintenance Bay | Reason: Move torque tools for scheduled calibration MO batch 279. | Note: Approved and waiting for movement team assignment.
280,MO202600000280,2027-03-07,7,3,3,5,,,,,Pending Approval,Type: Production to Quality | Priority: Medium | From: Core Stacking Line | To: Incoming Quality Bay | Reason: Move core stacks for dimensional inspection MO batch 280. | Note: Awaiting department approval before material handling.
281,MO202600000281,2027-03-08,10,5,5,6,,,,,Draft,Type: Production to Finished Goods | Priority: Urgent | From: Final Assembly Line 2 | To: Finished Goods Warehouse - Premium Motor Aisle | Reason: Move auxiliary motors after QA label application MO batch 281. | Note: Draft prepared for supervisor review.
282,MO202600000282,2027-03-09,12,6,6,6,,,,,Cancelled,Type: Finished Goods to Dispatch | Priority: Medium | From: Finished Goods Warehouse - Premium Motor Aisle | To: Dispatch Staging Dock 2 | Reason: Move premium motors for export packing MO batch 282. | Note: Cancelled due to revised production or dispatch priority.
283,MO202600000283,2027-03-10,10,5,3,4,10,2027-03-10,3,2027-03-10,Received,Type: Inter-Department Transfer | Priority: High | From: Winding Line Transfer Rack | To: Rotor Balancing Cell | Reason: Move rework material for balancing support MO batch 283. | Note: Material received and acknowledged at destination.
284,MO202600000284,2027-03-11,13,6,5,2,8,2027-03-11,,,Approved,Type: Return to Stores | Priority: Urgent | From: Winding Line Excess Material Trolley | To: Raw Material Warehouse - Fastener Rack | Reason: Return unused fastener kits after model changeover MO batch 284. | Note: Approved and waiting for movement team assignment.
285,MO202600000285,2027-03-12,11,5,2,3,1,2027-03-12,11,2027-03-12,Issued,Type: Stores to Production | Priority: Low | From: Raw Material Warehouse - Magnet Cage | To: Rotor Assembly Line 1 | Reason: Issue magnet sets for rotor build plan MO batch 285. | Note: Material issued from source area; receipt confirmation pending.
286,MO202600000286,2027-03-13,12,6,2,5,10,2027-03-13,5,2027-03-13,Received,Type: Stores to Maintenance | Priority: High | From: Lubricants Store | To: Motor Test Maintenance Bay | Reason: Issue grease cartridges for preventive maintenance MO batch 286. | Note: Material received and acknowledged at destination.
287,MO202600000287,2027-03-14,1,1,3,5,8,2027-03-14,3,2027-03-14,Issued,Type: Production to Quality | Priority: Medium | From: Impregnation Oven Exit Area | To: Quality Inspection Bay 1 | Reason: Move varnished stators for quality release MO batch 287. | Note: Material issued from source area; receipt confirmation pending.
288,MO202600000288,2027-03-15,5,1,5,6,1,2027-03-15,7,2027-03-15,Partially Received,Type: Production to Finished Goods | Priority: Medium | From: End of Line Test Area | To: Finished Goods Warehouse - Export Hold | Reason: Transfer export motors after packing checklist completion MO batch 288. | Note: Partial receipt recorded; balance pending verification.
289,MO202600000289,2027-03-16,7,3,6,6,10,2027-03-16,,,Approved,Type: Finished Goods to Dispatch | Priority: Urgent | From: Finished Goods Warehouse - Export Hold | To: Dispatch Staging Dock 3 | Reason: Transfer export hold motors for container stuffing MO batch 289. | Note: Approved and waiting for movement team assignment.
290,MO202600000290,2027-03-17,5,1,3,4,,,,,Pending Approval,Type: Inter-Department Transfer | Priority: Medium | From: Core Stacking Output Rack | To: Assembly Supermarket | Reason: Move line support tooling between production areas MO batch 290. | Note: Awaiting department approval before material handling.
291,MO202600000291,2027-03-18,8,4,5,2,,,,,Draft,Type: Return to Stores | Priority: High | From: Core Stacking Excess Rack | To: Raw Material Warehouse - Lamination Bay | Reason: Return excess stator laminations after yield adjustment MO batch 291. | Note: Draft prepared for supervisor review.
292,MO202600000292,2027-03-19,6,3,2,3,,,,,Cancelled,Type: Stores to Production | Priority: Urgent | From: Electrical Store - Sleeve Bin | To: Harness Preparation Cell | Reason: Issue insulation sleeves for winding rework batch MO batch 292. | Note: Cancelled due to revised production or dispatch priority.
293,MO202600000293,2027-03-20,7,3,2,5,8,2027-03-20,11,2027-03-20,Received,Type: Stores to Maintenance | Priority: Low | From: Safety Stock Room | To: Shutdown Maintenance Cage | Reason: Move safety relays for shutdown replacement MO batch 293. | Note: Material received and acknowledged at destination.
294,MO202600000294,2027-03-21,9,4,3,5,1,2027-03-21,,,Approved,Type: Production to Quality | Priority: High | From: Rotor Assembly Line 2 | To: Quality Hold Area | Reason: Move rotor assemblies for balancing audit MO batch 294. | Note: Approved and waiting for movement team assignment.
295,MO202600000295,2027-03-22,12,6,5,6,10,2027-03-22,3,2027-03-22,Issued,Type: Production to Finished Goods | Priority: Medium | From: Packing Line - Motor Cell | To: Finished Goods Warehouse - Dispatch Ready Bay | Reason: Move motors after end-of-line test release MO batch 295. | Note: Material issued from source area; receipt confirmation pending.
296,MO202600000296,2027-03-23,1,1,6,6,8,2027-03-23,7,2027-03-23,Received,Type: Finished Goods to Dispatch | Priority: Medium | From: Finished Goods Warehouse - Dispatch Ready Bay | To: Export Packing Bay | Reason: Stage motors for customer pickup MO batch 296. | Note: Material received and acknowledged at destination.
