mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
210,MO202600000210,2026-12-27,9,4,3,5,Production to Quality,Medium,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 210.,2026-12-28,,,,,,,Pending Approval,Awaiting department approval before material handling.
211,MO202600000211,2026-12-28,12,6,5,6,Production to Finished Goods,High,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 211.,2026-12-30,,,,,,,Draft,Draft prepared for supervisor review.
212,MO202600000212,2026-12-29,1,1,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 212.,2026-12-31,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
213,MO202600000213,2026-12-30,12,6,3,4,Inter-Department Transfer,Low,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 213.,2027-01-03,1,2026-12-30,11,2026-12-30,12,2027-01-03,Received,Material received and acknowledged at destination.
214,MO202600000214,2026-12-31,3,2,5,2,Return to Stores,High,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 214.,2027-01-01,10,2026-12-31,,,,,Approved,Approved and waiting for movement team assignment.
215,MO202600000215,2027-01-01,13,6,2,3,Stores to Production,Medium,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 215.,2027-01-03,8,2027-01-01,3,2027-01-01,,,Issued,Material issued from source area; receipt confirmation pending.
216,MO202600000216,2027-01-02,1,1,2,5,Stores to Maintenance,Medium,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 216.,2027-01-05,1,2027-01-02,7,2027-01-02,4,2027-01-05,Received,Material received and acknowledged at destination.
217,MO202600000217,2027-01-03,4,2,3,5,Production to Quality,Urgent,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 217.,2027-01-06,10,2027-01-03,11,2027-01-03,,,Issued,Material issued from source area; receipt confirmation pending.
218,MO202600000218,2027-01-04,7,3,5,6,Production to Finished Goods,Medium,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 218.,2027-01-05,8,2027-01-04,5,2027-01-04,11,2027-01-05,Partially Received,Partial receipt recorded; balance pending verification.
219,MO202600000219,2027-01-05,9,4,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 219.,2027-01-07,1,2027-01-05,,,,,Approved,Approved and waiting for movement team assignment.
220,MO202600000220,2027-01-06,7,3,3,4,Inter-Department Transfer,Urgent,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 220.,2027-01-08,,,,,,,Pending Approval,Awaiting department approval before material handling.
221,MO202600000221,2027-01-07,10,5,5,2,Return to Stores,Low,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 221.,2027-01-11,,,,,,,Draft,Draft prepared for supervisor review.
222,MO202600000222,2027-01-08,8,4,2,3,Stores to Production,High,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 222.,2027-01-09,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
223,MO202600000223,2027-01-09,9,4,2,5,Stores to Maintenance,Medium,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 223.,2027-01-11,10,2027-01-09,3,2027-01-09,3,2027-01-11,Received,Material received and acknowledged at destination.
224,MO202600000224,2027-01-10,11,5,3,5,Production to Quality,Medium,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 224.,2027-01-13,8,2027-01-10,,,,,Approved,Approved and waiting for movement team assignment.
225,MO202600000225,2027-01-11,1,1,5,6,Production to Finished Goods,Urgent,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 225.,2027-01-14,1,2027-01-11,11,2027-01-11,,,Issued,Material issued from source area; receipt confirmation pending.
226,MO202600000226,2027-01-12,4,2,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 226.,2027-01-13,10,2027-01-12,5,2027-01-12,13,2027-01-13,Received,Material received and acknowledged at destination.
227,MO202600000227,2027-01-13,1,1,3,4,Inter-Department Transfer,High,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 227.,2027-01-15,8,2027-01-13,3,2027-01-13,,,Issued,Material issued from source area; receipt confirmation pending.
228,MO202600000228,2027-01-14,5,1,5,2,Return to Stores,Urgent,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 228.,2027-01-16,1,2027-01-14,7,2027-01-14,4,2027-01-16,Partially Received,Partial receipt recorded; balance pending verification.
229,MO202600000229,2027-01-15,3,2,2,3,Stores to Production,Low,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 229.,2027-01-19,10,2027-01-15,,,,,Approved,Approved and waiting for movement team assignment.
230,MO202600000230,2027-01-16,4,2,2,5,Stores to Maintenance,High,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 230.,2027-01-17,,,,,,,Pending Approval,Awaiting department approval before material handling.
231,MO202600000231,2027-01-17,6,3,3,5,Production to Quality,Medium,Final Test Area,NVH Audit Bench,Move motors for noise and vibration audit MO batch 231.,2027-01-19,,,,,,,Draft,Draft prepared for supervisor review.
232,MO202600000232,2027-01-18,9,4,5,6,Production to Finished Goods,Medium,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,Move quality-released motors into finished goods storage MO batch 232.,2027-01-21,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
233,MO202600000233,2027-01-19,11,5,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,Move dispatch-ready motors for vehicle loading MO batch 233.,2027-01-22,8,2027-01-19,11,2027-01-19,6,2027-01-22,Received,Material received and acknowledged at destination.
234,MO202600000234,2027-01-20,9,4,3,4,Inter-Department Transfer,Medium,Production Utility Panel Area,Line Support Store,Move tagged assemblies for cross-line recovery MO batch 234.,2027-01-21,1,2027-01-20,,,,,Approved,Approved and waiting for movement team assignment.
235,MO202600000235,2027-01-21,12,6,5,2,Return to Stores,High,Maintenance Return Counter,Maintenance Spares Cage,Return serviceable spares after maintenance closure MO batch 235.,2027-01-23,10,2027-01-21,3,2027-01-21,,,Issued,Material issued from source area; receipt confirmation pending.
236,MO202600000236,2027-01-22,10,5,2,3,Stores to Production,Urgent,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,Issue copper winding wire for stator production batch MO batch 236.,2027-01-24,8,2027-01-22,7,2027-01-22,11,2027-01-24,Received,Material received and acknowledged at destination.
237,MO202600000237,2027-01-23,11,5,2,5,Stores to Maintenance,Low,Maintenance Spares Cage,Assembly Maintenance Bay,Transfer bearing puller kit for test bench repair MO batch 237.,2027-01-27,1,2027-01-23,11,2027-01-23,,,Issued,Material issued from source area; receipt confirmation pending.
238,MO202600000238,2027-01-24,13,6,3,5,Production to Quality,High,Stator Winding Line 1,Assembly Quality Gate,Move sample stators for insulation resistance testing MO batch 238.,2027-01-25,10,2027-01-24,5,2027-01-24,13,2027-01-25,Partially Received,Partial receipt recorded; balance pending verification.
239,MO202600000239,2027-01-25,4,2,5,6,Production to Finished Goods,Medium,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,Transfer completed traction motors after final torque verification MO batch 239.,2027-01-27,8,2027-01-25,,,,,Approved,Approved and waiting for movement team assignment.
240,MO202600000240,2027-01-26,6,3,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,Stage motors for OEM dispatch MO batch 240.,2027-01-29,,,,,,,Pending Approval,Awaiting department approval before material handling.
241,MO202600000241,2027-01-27,4,2,3,4,Inter-Department Transfer,Urgent,Stator Buffer Area,Rotor Assembly Feed Bay,Transfer matched stator sets for rotor pairing MO batch 241.,2027-01-30,,,,,,,Draft,Draft prepared for supervisor review.
242,MO202600000242,2027-01-28,7,3,5,2,Return to Stores,Medium,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,Return unused copper wire after order closure MO batch 242.,2027-01-29,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
243,MO202600000243,2027-01-29,5,1,2,3,Stores to Production,High,Raw Material Warehouse - Lamination Bay,Core Stacking Line,Move stator laminations for core stacking schedule MO batch 243.,2027-01-31,1,2027-01-29,3,2027-01-29,12,2027-01-31,Received,Material received and acknowledged at destination.
244,MO202600000244,2027-01-30,6,3,2,5,Stores to Maintenance,Urgent,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,Move torque tools for scheduled calibration MO batch 244.,2027-02-01,10,2027-01-30,,,,,Approved,Approved and waiting for movement team assignment.
245,MO202600000245,2027-01-31,8,4,3,5,Production to Quality,Low,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 245.,2027-02-04,8,2027-01-31,11,2027-01-31,,,Issued,Material issued from source area; receipt confirmation pending.
246,MO202600000246,2027-02-01,11,5,5,6,Production to Finished Goods,High,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 246.,2027-02-02,1,2027-02-01,5,2027-02-01,4,2027-02-02,Received,Material received and acknowledged at destination.
247,MO202600000247,2027-02-02,13,6,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 247.,2027-02-04,10,2027-02-02,3,2027-02-02,,,Issued,Material issued from source area; receipt confirmation pending.
248,MO202600000248,2027-02-03,11,5,3,4,Inter-Department Transfer,Medium,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 248.,2027-02-06,8,2027-02-03,7,2027-02-03,11,2027-02-06,Partially Received,Partial receipt recorded; balance pending verification.
249,MO202600000249,2027-02-04,1,1,5,2,Return to Stores,Urgent,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 249.,2027-02-07,1,2027-02-04,,,,,Approved,Approved and waiting for movement team assignment.
250,MO202600000250,2027-02-05,12,6,2,3,Stores to Production,Medium,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 250.,2027-02-06,,,,,,,Pending Approval,Awaiting department approval before material handling.
251,MO202600000251,2027-02-06,13,6,2,5,Stores to Maintenance,High,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 251.,2027-02-08,,,,,,,Draft,Draft prepared for supervisor review.
252,MO202600000252,2027-02-07,3,2,3,5,Production to Quality,Urgent,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 252.,2027-02-09,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
253,MO202600000253,2027-02-08,6,3,5,6,Production to Finished Goods,Low,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 253.,2027-02-12,10,2027-02-08,11,2027-02-08,3,2027-02-12,Received,Material received and acknowledged at destination.
254,MO202600000254,2027-02-09,8,4,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 254.,2027-02-10,8,2027-02-09,,,,,Approved,Approved and waiting for movement team assignment.
255,MO202600000255,2027-02-10,6,3,3,4,Inter-Department Transfer,Medium,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 255.,2027-02-12,1,2027-02-10,3,2027-02-10,,,Issued,Material issued from source area; receipt confirmation pending.
256,MO202600000256,2027-02-11,9,4,5,2,Return to Stores,Medium,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 256.,2027-02-14,10,2027-02-11,7,2027-02-11,13,2027-02-14,Received,Material received and acknowledged at destination.
257,MO202600000257,2027-02-12,7,3,2,3,Stores to Production,Urgent,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 257.,2027-02-15,8,2027-02-12,11,2027-02-12,,,Issued,Material issued from source area; receipt confirmation pending.
258,MO202600000258,2027-02-13,8,4,2,5,Stores to Maintenance,Medium,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 258.,2027-02-14,1,2027-02-13,5,2027-02-13,4,2027-02-14,Partially Received,Partial receipt recorded; balance pending verification.
259,MO202600000259,2027-02-14,10,5,3,5,Production to Quality,High,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 259.,2027-02-16,10,2027-02-14,,,,,Approved,Approved and waiting for movement team assignment.
260,MO202600000260,2027-02-15,13,6,5,6,Production to Finished Goods,Urgent,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 260.,2027-02-17,,,,,,,Pending Approval,Awaiting department approval before material handling.
261,MO202600000261,2027-02-16,3,2,6,6,Finished Goods to Dispatch,Low,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 261.,2027-02-20,,,,,,,Draft,Draft prepared for supervisor review.
262,MO202600000262,2027-02-17,13,6,3,4,Inter-Department Transfer,High,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 262.,2027-02-18,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
263,MO202600000263,2027-02-18,4,2,5,2,Return to Stores,Medium,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 263.,2027-02-20,8,2027-02-18,3,2027-02-18,6,2027-02-20,Received,Material received and acknowledged at destination.
264,MO202600000264,2027-02-19,1,1,2,3,Stores to Production,Medium,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 264.,2027-02-22,1,2027-02-19,,,,,Approved,Approved and waiting for movement team assignment.
265,MO202600000265,2027-02-20,3,2,2,5,Stores to Maintenance,Urgent,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 265.,2027-02-23,10,2027-02-20,11,2027-02-20,,,Issued,Material issued from source area; receipt confirmation pending.
266,MO202600000266,2027-02-21,5,1,3,5,Production to Quality,Medium,Final Test Area,NVH Audit Bench,Move motors for noise and vibration audit MO batch 266.,2027-02-22,8,2027-02-21,5,2027-02-21,11,2027-02-22,Received,Material received and acknowledged at destination.
267,MO202600000267,2027-02-22,8,4,5,6,Production to Finished Goods,High,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,Move quality-released motors into finished goods storage MO batch 267.,2027-02-24,1,2027-02-22,3,2027-02-22,,,Issued,Material issued from source area; receipt confirmation pending.
268,MO202600000268,2027-02-23,10,5,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,Move dispatch-ready motors for vehicle loading MO batch 268.,2027-02-25,10,2027-02-23,7,2027-02-23,13,2027-02-25,Partially Received,Partial receipt recorded; balance pending verification.
269,MO202600000269,2027-02-24,8,4,3,4,Inter-Department Transfer,Low,Production Utility Panel Area,Line Support Store,Move tagged assemblies for cross-line recovery MO batch 269.,2027-02-28,8,2027-02-24,,,,,Approved,Approved and waiting for movement team assignment.
270,MO202600000270,2027-02-25,11,5,5,2,Return to Stores,High,Maintenance Return Counter,Maintenance Spares Cage,Return serviceable spares after maintenance closure MO batch 270.,2027-02-26,,,,,,,Pending Approval,Awaiting department approval before material handling.
271,MO202600000271,2027-02-26,9,4,2,3,Stores to Production,Medium,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,Issue copper winding wire for stator production batch MO batch 271.,2027-02-28,,,,,,,Draft,Draft prepared for supervisor review.
272,MO202600000272,2027-02-27,10,5,2,5,Stores to Maintenance,Medium,Maintenance Spares Cage,Assembly Maintenance Bay,Transfer bearing puller kit for test bench repair MO batch 272.,2027-03-02,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
273,MO202600000273,2027-02-28,12,6,3,5,Production to Quality,Urgent,Stator Winding Line 1,Assembly Quality Gate,Move sample stators for insulation resistance testing MO batch 273.,2027-03-03,1,2027-02-28,11,2027-02-28,12,2027-03-03,Received,Material received and acknowledged at destination.
274,MO202600000274,2027-03-01,3,2,5,6,Production to Finished Goods,Medium,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,Transfer completed traction motors after final torque verification MO batch 274.,2027-03-02,10,2027-03-01,,,,,Approved,Approved and waiting for movement team assignment.
275,MO202600000275,2027-03-02,5,1,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,Stage motors for OEM dispatch MO batch 275.,2027-03-04,8,2027-03-02,3,2027-03-02,,,Issued,Material issued from source area; receipt confirmation pending.
276,MO202600000276,2027-03-03,3,2,3,4,Inter-Department Transfer,Urgent,Stator Buffer Area,Rotor Assembly Feed Bay,Transfer matched stator sets for rotor pairing MO batch 276.,2027-03-05,1,2027-03-03,7,2027-03-03,4,2027-03-05,Received,Material received and acknowledged at destination.
277,MO202600000277,2027-03-04,6,3,5,2,Return to Stores,Low,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,Return unused copper wire after order closure MO batch 277.,2027-03-08,10,2027-03-04,11,2027-03-04,,,Issued,Material issued from source area; receipt confirmation pending.
278,MO202600000278,2027-03-05,4,2,2,3,Stores to Production,High,Raw Material Warehouse - Lamination Bay,Core Stacking Line,Move stator laminations for core stacking schedule MO batch 278.,2027-03-06,8,2027-03-05,5,2027-03-05,11,2027-03-06,Partially Received,Partial receipt recorded; balance pending verification.
279,MO202600000279,2027-03-06,5,1,2,5,Stores to Maintenance,Medium,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,Move torque tools for scheduled calibration MO batch 279.,2027-03-08,1,2027-03-06,,,,,Approved,Approved and waiting for movement team assignment.
280,MO202600000280,2027-03-07,7,3,3,5,Production to Quality,Medium,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 280.,2027-03-10,,,,,,,Pending Approval,Awaiting department approval before material handling.
281,MO202600000281,2027-03-08,10,5,5,6,Production to Finished Goods,Urgent,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 281.,2027-03-11,,,,,,,Draft,Draft prepared for supervisor review.
282,MO202600000282,2027-03-09,12,6,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 282.,2027-03-10,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
283,MO202600000283,2027-03-10,10,5,3,4,Inter-Department Transfer,High,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 283.,2027-03-12,10,2027-03-10,3,2027-03-10,3,2027-03-12,Received,Material received and acknowledged at destination.
284,MO202600000284,2027-03-11,13,6,5,2,Return to Stores,Urgent,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 284.,2027-03-13,8,2027-03-11,,,,,Approved,Approved and waiting for movement team assignment.
285,MO202600000285,2027-03-12,11,5,2,3,Stores to Production,Low,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 285.,2027-03-16,1,2027-03-12,11,2027-03-12,,,Issued,Material issued from source area; receipt confirmation pending.
286,MO202600000286,2027-03-13,12,6,2,5,Stores to Maintenance,High,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 286.,2027-03-14,10,2027-03-13,5,2027-03-13,13,2027-03-14,Received,Material received and acknowledged at destination.
287,MO202600000287,2027-03-14,1,1,3,5,Production to Quality,Medium,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 287.,2027-03-16,8,2027-03-14,3,2027-03-14,,,Issued,Material issued from source area; receipt confirmation pending.
288,MO202600000288,2027-03-15,5,1,5,6,Production to Finished Goods,Medium,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 288.,2027-03-18,1,2027-03-15,7,2027-03-15,4,2027-03-18,Partially Received,Partial receipt recorded; balance pending verification.
289,MO202600000289,2027-03-16,7,3,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 289.,2027-03-19,10,2027-03-16,,,,,Approved,Approved and waiting for movement team assignment.
290,MO202600000290,2027-03-17,5,1,3,4,Inter-Department Transfer,Medium,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 290.,2027-03-18,,,,,,,Pending Approval,Awaiting department approval before material handling.
291,MO202600000291,2027-03-18,8,4,5,2,Return to Stores,High,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 291.,2027-03-20,,,,,,,Draft,Draft prepared for supervisor review.
292,MO202600000292,2027-03-19,6,3,2,3,Stores to Production,Urgent,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 292.,2027-03-21,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
293,MO202600000293,2027-03-20,7,3,2,5,Stores to Maintenance,Low,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 293.,2027-03-24,8,2027-03-20,11,2027-03-20,6,2027-03-24,Received,Material received and acknowledged at destination.
294,MO202600000294,2027-03-21,9,4,3,5,Production to Quality,High,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 294.,2027-03-22,1,2027-03-21,,,,,Approved,Approved and waiting for movement team assignment.
295,MO202600000295,2027-03-22,12,6,5,6,Production to Finished Goods,Medium,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 295.,2027-03-24,10,2027-03-22,3,2027-03-22,,,Issued,Material issued from source area; receipt confirmation pending.
296,MO202600000296,2027-03-23,1,1,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 296.,2027-03-26,8,2027-03-23,7,2027-03-23,11,2027-03-26,Received,Material received and acknowledged at destination.
297,MO202600000297,2027-03-24,12,6,3,4,Inter-Department Transfer,Urgent,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 297.,2027-03-27,1,2027-03-24,11,2027-03-24,,,Issued,Material issued from source area; receipt confirmation pending.
298,MO202600000298,2027-03-25,3,2,5,2,Return to Stores,Medium,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 298.,2027-03-26,10,2027-03-25,5,2027-03-25,13,2027-03-26,Partially Received,Partial receipt recorded; balance pending verification.
299,MO202600000299,2027-03-26,13,6,2,3,Stores to Production,High,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 299.,2027-03-28,8,2027-03-26,,,,,Approved,Approved and waiting for movement team assignment.
300,MO202600000300,2027-03-27,1,1,2,5,Stores to Maintenance,Urgent,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 300.,2027-03-29,,,,,,,Pending Approval,Awaiting department approval before material handling.
