mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
2508,2508,1,92.000,92.000,No,1800.00,165600.00,Assembly Surplus,Central Warehouse,2025-10-23,2025-10-20,Generated move order item for Stator Core 1.5 kW.
2509,2509,1,407.000,407.000,No,1800.00,732600.00,Central Warehouse,Production Line,2025-10-25,2025-10-21,Generated move order item for Stator Core 1.5 kW.
2510,2510,1,71.000,71.000,No,1800.00,127800.00,Production Line,Quality Inspection,2025-10-27,2025-10-22,Generated move order item for Stator Core 1.5 kW.
2511,2511,100,50.000,50.000,No,18500.00,925000.00,Assembly,FG Store,2025-10-24,2025-10-23,Generated move order item for BLDC Motor 1.5 kW.
2512,2512,100,59.000,59.000,No,18500.00,1091500.00,FG Store,Dispatch Dock,2025-10-26,2025-10-24,Generated move order item for BLDC Motor 1.5 kW.
2513,2513,23,8.000,8.000,No,120.00,960.00,Maintenance Store,Maintenance Bay,2025-10-28,2025-10-25,Generated move order item for Bearing 6202-2RS.
2514,2514,1,410.000,410.000,No,1800.00,738000.00,Assembly Surplus,Central Warehouse,2025-10-30,2025-10-26,Generated move order item for Stator Core 1.5 kW.
2515,2515,1,109.000,109.000,No,1800.00,196200.00,Central Warehouse,Production Line,2025-11-01,2025-10-27,Generated move order item for Stator Core 1.5 kW.
2516,2516,1,180.000,180.000,No,1800.00,324000.00,Production Line,Quality Inspection,2025-10-29,2025-10-28,Generated move order item for Stator Core 1.5 kW.
2517,2517,100,35.000,35.000,No,18500.00,647500.00,Assembly,FG Store,2025-10-31,2025-10-29,Generated move order item for BLDC Motor 1.5 kW.
2518,2518,100,43.000,43.000,No,18500.00,795500.00,FG Store,Dispatch Dock,2025-11-02,2025-10-30,Generated move order item for BLDC Motor 1.5 kW.
2519,2519,23,13.000,13.000,No,120.00,1560.00,Maintenance Store,Maintenance Bay,2025-11-04,2025-10-31,Generated move order item for Bearing 6202-2RS.
2520,2520,1,99.000,99.000,No,1800.00,178200.00,Assembly Surplus,Central Warehouse,2025-11-06,2025-11-01,Generated move order item for Stator Core 1.5 kW.
2521,2521,1,177.000,177.000,No,1800.00,318600.00,Central Warehouse,Production Line,2025-11-03,2025-11-02,Generated move order item for Stator Core 1.5 kW.
2522,2522,1,357.000,357.000,No,1800.00,642600.00,Production Line,Quality Inspection,2025-11-05,2025-11-03,Generated move order item for Stator Core 1.5 kW.
2523,2523,100,27.000,27.000,No,18500.00,499500.00,Assembly,FG Store,2025-11-07,2025-11-04,Generated move order item for BLDC Motor 1.5 kW.
2524,2524,100,20.000,20.000,No,18500.00,370000.00,FG Store,Dispatch Dock,2025-11-09,2025-11-05,Generated move order item for BLDC Motor 1.5 kW.
2525,2525,23,20.000,20.000,No,120.00,2400.00,Maintenance Store,Maintenance Bay,2025-11-11,2025-11-06,Generated move order item for Bearing 6202-2RS.
2526,2526,1,486.000,486.000,No,1800.00,874800.00,Assembly Surplus,Central Warehouse,2025-11-08,2025-11-07,Generated move order item for Stator Core 1.5 kW.
2527,2527,1,367.000,367.000,No,1800.00,660600.00,Central Warehouse,Production Line,2025-11-10,2025-11-08,Generated move order item for Stator Core 1.5 kW.
2528,2528,1,494.000,494.000,No,1800.00,889200.00,Production Line,Quality Inspection,2025-11-12,2025-11-09,Generated move order item for Stator Core 1.5 kW.
2529,2529,100,32.000,32.000,No,18500.00,592000.00,Assembly,FG Store,2025-11-14,2025-11-10,Generated move order item for BLDC Motor 1.5 kW.
2530,2530,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2025-11-16,2025-11-11,Generated move order item for BLDC Motor 1.5 kW.
2531,2531,23,66.000,66.000,No,120.00,7920.00,Maintenance Store,Maintenance Bay,2025-11-13,2025-11-12,Generated move order item for Bearing 6202-2RS.
2532,2532,1,286.000,286.000,No,1800.00,514800.00,Assembly Surplus,Central Warehouse,2025-11-15,2025-11-13,Generated move order item for Stator Core 1.5 kW.
2533,2533,1,263.000,263.000,No,1800.00,473400.00,Central Warehouse,Production Line,2025-11-17,2025-11-14,Generated move order item for Stator Core 1.5 kW.
2534,2534,1,275.000,275.000,No,1800.00,495000.00,Production Line,Quality Inspection,2025-11-19,2025-11-15,Generated move order item for Stator Core 1.5 kW.
2535,2535,100,28.000,28.000,No,18500.00,518000.00,Assembly,FG Store,2025-11-21,2025-11-16,Generated move order item for BLDC Motor 1.5 kW.
2536,2536,100,40.000,40.000,No,18500.00,740000.00,FG Store,Dispatch Dock,2025-11-18,2025-11-17,Generated move order item for BLDC Motor 1.5 kW.
2537,2537,23,52.000,52.000,No,120.00,6240.00,Maintenance Store,Maintenance Bay,2025-11-20,2025-11-18,Generated move order item for Bearing 6202-2RS.
2538,2538,1,487.000,487.000,No,1800.00,876600.00,Assembly Surplus,Central Warehouse,2025-11-22,2025-11-19,Generated move order item for Stator Core 1.5 kW.
2539,2539,1,455.000,455.000,No,1800.00,819000.00,Central Warehouse,Production Line,2025-11-24,2025-11-20,Generated move order item for Stator Core 1.5 kW.
2540,2540,1,259.000,259.000,No,1800.00,466200.00,Production Line,Quality Inspection,2025-11-26,2025-11-21,Generated move order item for Stator Core 1.5 kW.
2541,2541,100,27.000,27.000,No,18500.00,499500.00,Assembly,FG Store,2025-11-23,2025-11-22,Generated move order item for BLDC Motor 1.5 kW.
2542,2542,100,47.000,47.000,No,18500.00,869500.00,FG Store,Dispatch Dock,2025-11-25,2025-11-23,Generated move order item for BLDC Motor 1.5 kW.
2543,2543,23,66.000,66.000,No,120.00,7920.00,Maintenance Store,Maintenance Bay,2025-11-27,2025-11-24,Generated move order item for Bearing 6202-2RS.
2544,2544,1,154.000,154.000,No,1800.00,277200.00,Assembly Surplus,Central Warehouse,2025-11-29,2025-11-25,Generated move order item for Stator Core 1.5 kW.
2545,2545,1,426.000,426.000,No,1800.00,766800.00,Central Warehouse,Production Line,2025-12-01,2025-11-26,Generated move order item for Stator Core 1.5 kW.
2546,2546,1,357.000,357.000,No,1800.00,642600.00,Production Line,Quality Inspection,2025-11-28,2025-11-27,Generated move order item for Stator Core 1.5 kW.
2547,2547,100,39.000,39.000,No,18500.00,721500.00,Assembly,FG Store,2025-11-30,2025-11-28,Generated move order item for BLDC Motor 1.5 kW.
2548,2548,100,48.000,48.000,No,18500.00,888000.00,FG Store,Dispatch Dock,2025-12-02,2025-11-29,Generated move order item for BLDC Motor 1.5 kW.
2549,2549,23,26.000,26.000,No,120.00,3120.00,Maintenance Store,Maintenance Bay,2025-12-04,2025-11-30,Generated move order item for Bearing 6202-2RS.
2550,2550,1,410.000,410.000,No,1800.00,738000.00,Assembly Surplus,Central Warehouse,2025-12-06,2025-12-01,Generated move order item for Stator Core 1.5 kW.
2551,2551,1,105.000,105.000,No,1800.00,189000.00,Central Warehouse,Production Line,2025-12-03,2025-12-02,Generated move order item for Stator Core 1.5 kW.
2552,2552,1,407.000,407.000,No,1800.00,732600.00,Production Line,Quality Inspection,2025-12-05,2025-12-03,Generated move order item for Stator Core 1.5 kW.
2553,2553,100,38.000,38.000,No,18500.00,703000.00,Assembly,FG Store,2025-12-07,2025-12-04,Generated move order item for BLDC Motor 1.5 kW.
2554,2554,100,37.000,37.000,No,18500.00,684500.00,FG Store,Dispatch Dock,2025-12-09,2025-12-05,Generated move order item for BLDC Motor 1.5 kW.
2555,2555,23,74.000,74.000,No,120.00,8880.00,Maintenance Store,Maintenance Bay,2025-12-11,2025-12-06,Generated move order item for Bearing 6202-2RS.
2556,2556,1,190.000,190.000,No,1800.00,342000.00,Assembly Surplus,Central Warehouse,2025-12-08,2025-12-07,Generated move order item for Stator Core 1.5 kW.
2557,2557,1,396.000,396.000,No,1800.00,712800.00,Central Warehouse,Production Line,2025-12-10,2025-12-08,Generated move order item for Stator Core 1.5 kW.
2558,2558,1,61.000,61.000,No,1800.00,109800.00,Production Line,Quality Inspection,2025-12-12,2025-12-09,Generated move order item for Stator Core 1.5 kW.
2559,2559,100,43.000,43.000,No,18500.00,795500.00,Assembly,FG Store,2025-12-14,2025-12-10,Generated move order item for BLDC Motor 1.5 kW.
2560,2560,100,49.000,49.000,No,18500.00,906500.00,FG Store,Dispatch Dock,2025-12-16,2025-12-11,Generated move order item for BLDC Motor 1.5 kW.
2561,2561,23,5.000,5.000,No,120.00,600.00,Maintenance Store,Maintenance Bay,2025-12-13,2025-12-12,Generated move order item for Bearing 6202-2RS.
2562,2562,1,363.000,363.000,No,1800.00,653400.00,Assembly Surplus,Central Warehouse,2025-12-15,2025-12-13,Generated move order item for Stator Core 1.5 kW.
2563,2563,1,399.000,399.000,No,1800.00,718200.00,Central Warehouse,Production Line,2025-12-17,2025-12-14,Generated move order item for Stator Core 1.5 kW.
2564,2564,1,285.000,285.000,No,1800.00,513000.00,Production Line,Quality Inspection,2025-12-19,2025-12-15,Generated move order item for Stator Core 1.5 kW.
2565,2565,100,38.000,38.000,No,18500.00,703000.00,Assembly,FG Store,2025-12-21,2025-12-16,Generated move order item for BLDC Motor 1.5 kW.
2566,2566,100,8.000,8.000,No,18500.00,148000.00,FG Store,Dispatch Dock,2025-12-18,2025-12-17,Generated move order item for BLDC Motor 1.5 kW.
2567,2567,23,99.000,99.000,No,120.00,11880.00,Maintenance Store,Maintenance Bay,2025-12-20,2025-12-18,Generated move order item for Bearing 6202-2RS.
2568,2568,1,485.000,485.000,No,1800.00,873000.00,Assembly Surplus,Central Warehouse,2025-12-22,2025-12-19,Generated move order item for Stator Core 1.5 kW.
2569,2569,1,394.000,394.000,No,1800.00,709200.00,Central Warehouse,Production Line,2025-12-24,2025-12-20,Generated move order item for Stator Core 1.5 kW.
2570,2570,1,56.000,56.000,No,1800.00,100800.00,Production Line,Quality Inspection,2025-12-26,2025-12-21,Generated move order item for Stator Core 1.5 kW.
2571,2571,100,29.000,29.000,No,18500.00,536500.00,Assembly,FG Store,2025-12-23,2025-12-22,Generated move order item for BLDC Motor 1.5 kW.
2572,2572,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2025-12-25,2025-12-23,Generated move order item for BLDC Motor 1.5 kW.
2573,2573,23,69.000,69.000,No,120.00,8280.00,Maintenance Store,Maintenance Bay,2025-12-27,2025-12-24,Generated move order item for Bearing 6202-2RS.
2574,2574,1,457.000,457.000,No,1800.00,822600.00,Assembly Surplus,Central Warehouse,2025-12-29,2025-12-25,Generated move order item for Stator Core 1.5 kW.
2575,2575,1,327.000,327.000,No,1800.00,588600.00,Central Warehouse,Production Line,2025-12-31,2025-12-26,Generated move order item for Stator Core 1.5 kW.
2576,2576,1,371.000,371.000,No,1800.00,667800.00,Production Line,Quality Inspection,2025-12-28,2025-12-27,Generated move order item for Stator Core 1.5 kW.
2577,2577,100,23.000,23.000,No,18500.00,425500.00,Assembly,FG Store,2025-12-30,2025-12-28,Generated move order item for BLDC Motor 1.5 kW.
2578,2578,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2026-01-01,2025-12-29,Generated move order item for BLDC Motor 1.5 kW.
2579,2579,23,56.000,56.000,No,120.00,6720.00,Maintenance Store,Maintenance Bay,2026-01-03,2025-12-30,Generated move order item for Bearing 6202-2RS.
2580,2580,1,410.000,410.000,No,1800.00,738000.00,Assembly Surplus,Central Warehouse,2026-01-05,2025-12-31,Generated move order item for Stator Core 1.5 kW.
2581,2581,1,142.000,142.000,No,1800.00,255600.00,Central Warehouse,Production Line,2026-01-02,2026-01-01,Generated move order item for Stator Core 1.5 kW.
2582,2582,1,170.000,170.000,No,1800.00,306000.00,Production Line,Quality Inspection,2026-01-04,2026-01-02,Generated move order item for Stator Core 1.5 kW.
2583,2583,100,9.000,9.000,No,18500.00,166500.00,Assembly,FG Store,2026-01-06,2026-01-03,Generated move order item for BLDC Motor 1.5 kW.
2584,2584,100,42.000,42.000,No,18500.00,777000.00,FG Store,Dispatch Dock,2026-01-08,2026-01-04,Generated move order item for BLDC Motor 1.5 kW.
2585,2585,23,75.000,75.000,No,120.00,9000.00,Maintenance Store,Maintenance Bay,2026-01-10,2026-01-05,Generated move order item for Bearing 6202-2RS.
2586,2586,1,177.000,177.000,No,1800.00,318600.00,Assembly Surplus,Central Warehouse,2026-01-07,2026-01-06,Generated move order item for Stator Core 1.5 kW.
2587,2587,1,223.000,223.000,No,1800.00,401400.00,Central Warehouse,Production Line,2026-01-09,2026-01-07,Generated move order item for Stator Core 1.5 kW.
2588,2588,1,306.000,306.000,No,1800.00,550800.00,Production Line,Quality Inspection,2026-01-11,2026-01-08,Generated move order item for Stator Core 1.5 kW.
2589,2589,100,47.000,47.000,No,18500.00,869500.00,Assembly,FG Store,2026-01-13,2026-01-09,Generated move order item for BLDC Motor 1.5 kW.
2590,2590,100,21.000,21.000,No,18500.00,388500.00,FG Store,Dispatch Dock,2026-01-15,2026-01-10,Generated move order item for BLDC Motor 1.5 kW.
2591,2591,23,51.000,51.000,No,120.00,6120.00,Maintenance Store,Maintenance Bay,2026-01-12,2026-01-11,Generated move order item for Bearing 6202-2RS.
2592,2592,1,133.000,133.000,No,1800.00,239400.00,Assembly Surplus,Central Warehouse,2026-01-14,2026-01-12,Generated move order item for Stator Core 1.5 kW.
2593,2593,1,415.000,415.000,No,1800.00,747000.00,Central Warehouse,Production Line,2026-01-16,2026-01-13,Generated move order item for Stator Core 1.5 kW.
2594,2594,1,443.000,443.000,No,1800.00,797400.00,Production Line,Quality Inspection,2026-01-18,2026-01-14,Generated move order item for Stator Core 1.5 kW.
2595,2595,100,46.000,46.000,No,18500.00,851000.00,Assembly,FG Store,2026-01-20,2026-01-15,Generated move order item for BLDC Motor 1.5 kW.
2596,2596,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2026-01-17,2026-01-16,Generated move order item for BLDC Motor 1.5 kW.
2597,2597,23,78.000,78.000,No,120.00,9360.00,Maintenance Store,Maintenance Bay,2026-01-19,2026-01-17,Generated move order item for Bearing 6202-2RS.
2598,2598,1,426.000,426.000,No,1800.00,766800.00,Assembly Surplus,Central Warehouse,2026-01-21,2026-01-18,Generated move order item for Stator Core 1.5 kW.
2599,2599,1,243.000,243.000,No,1800.00,437400.00,Central Warehouse,Production Line,2026-01-23,2026-01-19,Generated move order item for Stator Core 1.5 kW.
2600,2600,1,142.000,142.000,No,1800.00,255600.00,Production Line,Quality Inspection,2026-01-25,2026-01-20,Generated move order item for Stator Core 1.5 kW.
2601,2601,100,58.000,58.000,No,18500.00,1073000.00,Assembly,FG Store,2026-01-22,2026-01-21,Generated move order item for BLDC Motor 1.5 kW.
2602,2602,100,5.000,5.000,No,18500.00,92500.00,FG Store,Dispatch Dock,2026-01-24,2026-01-22,Generated move order item for BLDC Motor 1.5 kW.
2603,2603,23,43.000,43.000,No,120.00,5160.00,Maintenance Store,Maintenance Bay,2026-01-26,2026-01-23,Generated move order item for Bearing 6202-2RS.
2604,2604,1,377.000,377.000,No,1800.00,678600.00,Assembly Surplus,Central Warehouse,2026-01-28,2026-01-24,Generated move order item for Stator Core 1.5 kW.
2605,2605,1,407.000,407.000,No,1800.00,732600.00,Central Warehouse,Production Line,2026-01-30,2026-01-25,Generated move order item for Stator Core 1.5 kW.
2606,2606,1,359.000,359.000,No,1800.00,646200.00,Production Line,Quality Inspection,2026-01-27,2026-01-26,Generated move order item for Stator Core 1.5 kW.
2607,2607,100,32.000,32.000,No,18500.00,592000.00,Assembly,FG Store,2026-01-29,2026-01-27,Generated move order item for BLDC Motor 1.5 kW.
2608,2608,100,56.000,56.000,No,18500.00,1036000.00,FG Store,Dispatch Dock,2026-01-31,2026-01-28,Generated move order item for BLDC Motor 1.5 kW.
2609,2609,23,27.000,27.000,No,120.00,3240.00,Maintenance Store,Maintenance Bay,2026-02-02,2026-01-29,Generated move order item for Bearing 6202-2RS.
2610,2610,1,114.000,114.000,No,1800.00,205200.00,Assembly Surplus,Central Warehouse,2026-02-04,2026-01-30,Generated move order item for Stator Core 1.5 kW.
2611,2611,1,333.000,333.000,No,1800.00,599400.00,Central Warehouse,Production Line,2026-02-01,2026-01-31,Generated move order item for Stator Core 1.5 kW.
2612,2612,1,194.000,194.000,No,1800.00,349200.00,Production Line,Quality Inspection,2026-02-03,2026-02-01,Generated move order item for Stator Core 1.5 kW.
2613,2613,100,31.000,31.000,No,18500.00,573500.00,Assembly,FG Store,2026-02-05,2026-02-02,Generated move order item for BLDC Motor 1.5 kW.
2614,2614,100,30.000,30.000,No,18500.00,555000.00,FG Store,Dispatch Dock,2026-02-07,2026-02-03,Generated move order item for BLDC Motor 1.5 kW.
2615,2615,23,30.000,30.000,No,120.00,3600.00,Maintenance Store,Maintenance Bay,2026-02-09,2026-02-04,Generated move order item for Bearing 6202-2RS.
2616,2616,1,500.000,500.000,No,1800.00,900000.00,Assembly Surplus,Central Warehouse,2026-02-06,2026-02-05,Generated move order item for Stator Core 1.5 kW.
2617,2617,1,222.000,222.000,No,1800.00,399600.00,Central Warehouse,Production Line,2026-02-08,2026-02-06,Generated move order item for Stator Core 1.5 kW.
2618,2618,1,352.000,352.000,No,1800.00,633600.00,Production Line,Quality Inspection,2026-02-10,2026-02-07,Generated move order item for Stator Core 1.5 kW.
2619,2619,100,13.000,13.000,No,18500.00,240500.00,Assembly,FG Store,2026-02-12,2026-02-08,Generated move order item for BLDC Motor 1.5 kW.
2620,2620,100,60.000,60.000,No,18500.00,1110000.00,FG Store,Dispatch Dock,2026-02-14,2026-02-09,Generated move order item for BLDC Motor 1.5 kW.
2621,2621,23,99.000,99.000,No,120.00,11880.00,Maintenance Store,Maintenance Bay,2026-02-11,2026-02-10,Generated move order item for Bearing 6202-2RS.
2622,2622,1,81.000,81.000,No,1800.00,145800.00,Assembly Surplus,Central Warehouse,2026-02-13,2026-02-11,Generated move order item for Stator Core 1.5 kW.
2623,2623,1,340.000,340.000,No,1800.00,612000.00,Central Warehouse,Production Line,2026-02-15,2026-02-12,Generated move order item for Stator Core 1.5 kW.
2624,2624,1,318.000,318.000,No,1800.00,572400.00,Production Line,Quality Inspection,2026-02-17,2026-02-13,Generated move order item for Stator Core 1.5 kW.
2625,2625,100,14.000,14.000,No,18500.00,259000.00,Assembly,FG Store,2026-02-19,2026-02-14,Generated move order item for BLDC Motor 1.5 kW.
2626,2626,100,48.000,48.000,No,18500.00,888000.00,FG Store,Dispatch Dock,2026-02-16,2026-02-15,Generated move order item for BLDC Motor 1.5 kW.
2627,2627,23,78.000,78.000,No,120.00,9360.00,Maintenance Store,Maintenance Bay,2026-02-18,2026-02-16,Generated move order item for Bearing 6202-2RS.
2628,2628,1,430.000,430.000,No,1800.00,774000.00,Assembly Surplus,Central Warehouse,2026-02-20,2026-02-17,Generated move order item for Stator Core 1.5 kW.
2629,2629,1,321.000,321.000,No,1800.00,577800.00,Central Warehouse,Production Line,2026-02-22,2026-02-18,Generated move order item for Stator Core 1.5 kW.
2630,2630,1,368.000,368.000,No,1800.00,662400.00,Production Line,Quality Inspection,2026-02-24,2026-02-19,Generated move order item for Stator Core 1.5 kW.
2631,2631,100,45.000,45.000,No,18500.00,832500.00,Assembly,FG Store,2026-02-21,2026-02-20,Generated move order item for BLDC Motor 1.5 kW.
2632,2632,100,47.000,47.000,No,18500.00,869500.00,FG Store,Dispatch Dock,2026-02-23,2026-02-21,Generated move order item for BLDC Motor 1.5 kW.
2633,2633,23,61.000,61.000,No,120.00,7320.00,Maintenance Store,Maintenance Bay,2026-02-25,2026-02-22,Generated move order item for Bearing 6202-2RS.
2634,2634,1,385.000,385.000,No,1800.00,693000.00,Assembly Surplus,Central Warehouse,2026-02-27,2026-02-23,Generated move order item for Stator Core 1.5 kW.
2635,2635,1,77.000,77.000,No,1800.00,138600.00,Central Warehouse,Production Line,2026-03-01,2026-02-24,Generated move order item for Stator Core 1.5 kW.
2636,2636,1,328.000,328.000,No,1800.00,590400.00,Production Line,Quality Inspection,2026-02-26,2026-02-25,Generated move order item for Stator Core 1.5 kW.
2637,2637,100,16.000,16.000,No,18500.00,296000.00,Assembly,FG Store,2026-02-28,2026-02-26,Generated move order item for BLDC Motor 1.5 kW.
2638,2638,100,27.000,27.000,No,18500.00,499500.00,FG Store,Dispatch Dock,2026-03-02,2026-02-27,Generated move order item for BLDC Motor 1.5 kW.
2639,2639,23,78.000,78.000,No,120.00,9360.00,Maintenance Store,Maintenance Bay,2026-03-04,2026-02-28,Generated move order item for Bearing 6202-2RS.
2640,2640,1,101.000,101.000,No,1800.00,181800.00,Assembly Surplus,Central Warehouse,2026-03-06,2026-03-01,Generated move order item for Stator Core 1.5 kW.
2641,2641,1,390.000,390.000,No,1800.00,702000.00,Central Warehouse,Production Line,2026-03-03,2026-03-02,Generated move order item for Stator Core 1.5 kW.
2642,2642,1,167.000,167.000,No,1800.00,300600.00,Production Line,Quality Inspection,2026-03-05,2026-03-03,Generated move order item for Stator Core 1.5 kW.
2643,2643,100,47.000,47.000,No,18500.00,869500.00,Assembly,FG Store,2026-03-07,2026-03-04,Generated move order item for BLDC Motor 1.5 kW.
2644,2644,100,47.000,47.000,No,18500.00,869500.00,FG Store,Dispatch Dock,2026-03-09,2026-03-05,Generated move order item for BLDC Motor 1.5 kW.
2645,2645,23,6.000,6.000,No,120.00,720.00,Maintenance Store,Maintenance Bay,2026-03-11,2026-03-06,Generated move order item for Bearing 6202-2RS.
2646,2646,1,155.000,155.000,No,1800.00,279000.00,Assembly Surplus,Central Warehouse,2026-03-08,2026-03-07,Generated move order item for Stator Core 1.5 kW.
2647,2647,1,413.000,413.000,No,1800.00,743400.00,Central Warehouse,Production Line,2026-03-10,2026-03-08,Generated move order item for Stator Core 1.5 kW.
2648,2648,1,204.000,204.000,No,1800.00,367200.00,Production Line,Quality Inspection,2026-03-12,2026-03-09,Generated move order item for Stator Core 1.5 kW.
2649,2649,100,29.000,29.000,No,18500.00,536500.00,Assembly,FG Store,2026-03-14,2026-03-10,Generated move order item for BLDC Motor 1.5 kW.
2650,2650,100,5.000,5.000,No,18500.00,92500.00,FG Store,Dispatch Dock,2026-03-16,2026-03-11,Generated move order item for BLDC Motor 1.5 kW.
2651,2651,23,71.000,71.000,No,120.00,8520.00,Maintenance Store,Maintenance Bay,2026-03-13,2026-03-12,Generated move order item for Bearing 6202-2RS.
2652,2652,1,92.000,92.000,No,1800.00,165600.00,Assembly Surplus,Central Warehouse,2026-03-15,2026-03-13,Generated move order item for Stator Core 1.5 kW.
2653,2653,1,172.000,172.000,No,1800.00,309600.00,Central Warehouse,Production Line,2026-03-17,2026-03-14,Generated move order item for Stator Core 1.5 kW.
2654,2654,1,265.000,265.000,No,1800.00,477000.00,Production Line,Quality Inspection,2026-03-19,2026-03-15,Generated move order item for Stator Core 1.5 kW.
2655,2655,100,48.000,48.000,No,18500.00,888000.00,Assembly,FG Store,2026-03-21,2026-03-16,Generated move order item for BLDC Motor 1.5 kW.
2656,2656,100,32.000,32.000,No,18500.00,592000.00,FG Store,Dispatch Dock,2026-03-18,2026-03-17,Generated move order item for BLDC Motor 1.5 kW.
2657,2657,23,99.000,99.000,No,120.00,11880.00,Maintenance Store,Maintenance Bay,2026-03-20,2026-03-18,Generated move order item for Bearing 6202-2RS.
2658,2658,1,285.000,285.000,No,1800.00,513000.00,Assembly Surplus,Central Warehouse,2026-03-22,2026-03-19,Generated move order item for Stator Core 1.5 kW.
2659,2659,1,164.000,164.000,No,1800.00,295200.00,Central Warehouse,Production Line,2026-03-24,2026-03-20,Generated move order item for Stator Core 1.5 kW.
2660,2660,1,136.000,136.000,No,1800.00,244800.00,Production Line,Quality Inspection,2026-03-26,2026-03-21,Generated move order item for Stator Core 1.5 kW.
2661,2661,100,48.000,48.000,No,18500.00,888000.00,Assembly,FG Store,2026-03-23,2026-03-22,Generated move order item for BLDC Motor 1.5 kW.
2662,2662,100,30.000,30.000,No,18500.00,555000.00,FG Store,Dispatch Dock,2026-03-25,2026-03-23,Generated move order item for BLDC Motor 1.5 kW.
2663,2663,23,63.000,63.000,No,120.00,7560.00,Maintenance Store,Maintenance Bay,2026-03-27,2026-03-24,Generated move order item for Bearing 6202-2RS.
2664,2664,1,216.000,216.000,No,1800.00,388800.00,Assembly Surplus,Central Warehouse,2026-03-29,2026-03-25,Generated move order item for Stator Core 1.5 kW.
2665,2665,1,173.000,173.000,No,1800.00,311400.00,Central Warehouse,Production Line,2026-03-31,2026-03-26,Generated move order item for Stator Core 1.5 kW.
2666,2666,1,320.000,320.000,No,1800.00,576000.00,Production Line,Quality Inspection,2026-03-28,2026-03-27,Generated move order item for Stator Core 1.5 kW.
2667,2667,100,21.000,21.000,No,18500.00,388500.00,Assembly,FG Store,2026-03-30,2026-03-28,Generated move order item for BLDC Motor 1.5 kW.
2668,2668,100,60.000,60.000,No,18500.00,1110000.00,FG Store,Dispatch Dock,2026-04-01,2026-03-29,Generated move order item for BLDC Motor 1.5 kW.
2669,2669,23,75.000,75.000,No,120.00,9000.00,Maintenance Store,Maintenance Bay,2026-04-03,2026-03-30,Generated move order item for Bearing 6202-2RS.
2670,2670,1,419.000,419.000,No,1800.00,754200.00,Assembly Surplus,Central Warehouse,2026-04-05,2026-03-31,Generated move order item for Stator Core 1.5 kW.
2671,2671,1,178.000,178.000,No,1800.00,320400.00,Central Warehouse,Production Line,2026-04-02,2026-04-01,Generated move order item for Stator Core 1.5 kW.
2672,2672,1,63.000,63.000,No,1800.00,113400.00,Production Line,Quality Inspection,2026-04-04,2026-04-02,Generated move order item for Stator Core 1.5 kW.
2673,2673,100,7.000,7.000,No,18500.00,129500.00,Assembly,FG Store,2026-04-06,2026-04-03,Generated move order item for BLDC Motor 1.5 kW.
2674,2674,100,53.000,53.000,No,18500.00,980500.00,FG Store,Dispatch Dock,2026-04-08,2026-04-04,Generated move order item for BLDC Motor 1.5 kW.
2675,2675,23,88.000,88.000,No,120.00,10560.00,Maintenance Store,Maintenance Bay,2026-04-10,2026-04-05,Generated move order item for Bearing 6202-2RS.
2676,2676,1,356.000,356.000,No,1800.00,640800.00,Assembly Surplus,Central Warehouse,2026-04-07,2026-04-06,Generated move order item for Stator Core 1.5 kW.
2677,2677,1,315.000,315.000,No,1800.00,567000.00,Central Warehouse,Production Line,2026-04-09,2026-04-07,Generated move order item for Stator Core 1.5 kW.
2678,2678,1,144.000,144.000,No,1800.00,259200.00,Production Line,Quality Inspection,2026-04-11,2026-04-08,Generated move order item for Stator Core 1.5 kW.
2679,2679,100,47.000,47.000,No,18500.00,869500.00,Assembly,FG Store,2026-04-13,2026-04-09,Generated move order item for BLDC Motor 1.5 kW.
2680,2680,100,33.000,33.000,No,18500.00,610500.00,FG Store,Dispatch Dock,2026-04-15,2026-04-10,Generated move order item for BLDC Motor 1.5 kW.
2681,2681,23,62.000,62.000,No,120.00,7440.00,Maintenance Store,Maintenance Bay,2026-04-12,2026-04-11,Generated move order item for Bearing 6202-2RS.
2682,2682,1,60.000,60.000,No,1800.00,108000.00,Assembly Surplus,Central Warehouse,2026-04-14,2026-04-12,Generated move order item for Stator Core 1.5 kW.
2683,2683,1,282.000,282.000,No,1800.00,507600.00,Central Warehouse,Production Line,2026-04-16,2026-04-13,Generated move order item for Stator Core 1.5 kW.
2684,2684,1,362.000,362.000,No,1800.00,651600.00,Production Line,Quality Inspection,2026-04-18,2026-04-14,Generated move order item for Stator Core 1.5 kW.
2685,2685,100,48.000,48.000,No,18500.00,888000.00,Assembly,FG Store,2026-04-20,2026-04-15,Generated move order item for BLDC Motor 1.5 kW.
2686,2686,100,13.000,13.000,No,18500.00,240500.00,FG Store,Dispatch Dock,2026-04-17,2026-04-16,Generated move order item for BLDC Motor 1.5 kW.
2687,2687,23,8.000,8.000,No,120.00,960.00,Maintenance Store,Maintenance Bay,2026-04-19,2026-04-17,Generated move order item for Bearing 6202-2RS.
