mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
1785,MO-2026-1785,2026-01-25,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-30,13.0,2026-01-25,1.0,2026-01-25,3.0,2026-01-26,Received,Generated internal movement.
1786,MO-2026-1786,2026-01-26,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-27,,,,,,,Pending Approval,Generated internal movement.
1787,MO-2026-1787,2026-01-27,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-29,3.0,2026-01-27,4.0,2026-01-27,5.0,2026-01-28,Received,Generated internal movement.
1788,MO-2026-1788,2026-01-28,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-31,4.0,2026-01-28,5.0,2026-01-28,6.0,2026-01-29,Received,Generated internal movement.
1789,MO-2026-1789,2026-01-29,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-02,5.0,2026-01-29,6.0,2026-01-29,7.0,2026-01-30,Received,Generated internal movement.
1790,MO-2026-1790,2026-01-30,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-04,6.0,2026-01-30,7.0,2026-01-30,8.0,2026-01-31,Received,Generated internal movement.
1791,MO-2026-1791,2026-01-31,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-01,,,,,,,Pending Approval,Generated internal movement.
1792,MO-2026-1792,2026-02-01,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-03,8.0,2026-02-01,9.0,2026-02-01,10.0,2026-02-02,Received,Generated internal movement.
1793,MO-2026-1793,2026-02-02,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-05,9.0,2026-02-02,10.0,2026-02-02,11.0,2026-02-03,Received,Generated internal movement.
1794,MO-2026-1794,2026-02-03,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-07,10.0,2026-02-03,11.0,2026-02-03,12.0,2026-02-04,Received,Generated internal movement.
1795,MO-2026-1795,2026-02-04,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-09,11.0,2026-02-04,12.0,2026-02-04,13.0,2026-02-05,Received,Generated internal movement.
1796,MO-2026-1796,2026-02-05,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-06,,,,,,,Pending Approval,Generated internal movement.
1797,MO-2026-1797,2026-02-06,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-08,13.0,2026-02-06,1.0,2026-02-06,3.0,2026-02-07,Received,Generated internal movement.
1798,MO-2026-1798,2026-02-07,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-10,1.0,2026-02-07,3.0,2026-02-07,4.0,2026-02-08,Received,Generated internal movement.
1799,MO-2026-1799,2026-02-08,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-12,3.0,2026-02-08,4.0,2026-02-08,5.0,2026-02-09,Received,Generated internal movement.
1800,MO-2026-1800,2026-02-09,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-14,4.0,2026-02-09,5.0,2026-02-09,6.0,2026-02-10,Received,Generated internal movement.
1801,MO-2026-1801,2026-02-10,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-11,,,,,,,Pending Approval,Generated internal movement.
1802,MO-2026-1802,2026-02-11,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-13,6.0,2026-02-11,7.0,2026-02-11,8.0,2026-02-12,Received,Generated internal movement.
1803,MO-2026-1803,2026-02-12,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-15,7.0,2026-02-12,8.0,2026-02-12,9.0,2026-02-13,Received,Generated internal movement.
1804,MO-2026-1804,2026-02-13,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-17,8.0,2026-02-13,9.0,2026-02-13,10.0,2026-02-14,Received,Generated internal movement.
1805,MO-2026-1805,2026-02-14,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-19,9.0,2026-02-14,10.0,2026-02-14,11.0,2026-02-15,Received,Generated internal movement.
1806,MO-2026-1806,2026-02-15,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-16,,,,,,,Pending Approval,Generated internal movement.
1807,MO-2026-1807,2026-02-16,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-18,11.0,2026-02-16,12.0,2026-02-16,13.0,2026-02-17,Received,Generated internal movement.
1808,MO-2026-1808,2026-02-17,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-20,12.0,2026-02-17,13.0,2026-02-17,1.0,2026-02-18,Received,Generated internal movement.
1809,MO-2026-1809,2026-02-18,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-22,13.0,2026-02-18,1.0,2026-02-18,3.0,2026-02-19,Received,Generated internal movement.
1810,MO-2026-1810,2026-02-19,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-24,1.0,2026-02-19,3.0,2026-02-19,4.0,2026-02-20,Received,Generated internal movement.
1811,MO-2026-1811,2026-02-20,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-21,,,,,,,Pending Approval,Generated internal movement.
1812,MO-2026-1812,2026-02-21,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-23,4.0,2026-02-21,5.0,2026-02-21,6.0,2026-02-22,Received,Generated internal movement.
1813,MO-2026-1813,2026-02-22,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-25,5.0,2026-02-22,6.0,2026-02-22,7.0,2026-02-23,Received,Generated internal movement.
1814,MO-2026-1814,2026-02-23,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-27,6.0,2026-02-23,7.0,2026-02-23,8.0,2026-02-24,Received,Generated internal movement.
1815,MO-2026-1815,2026-02-24,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-01,7.0,2026-02-24,8.0,2026-02-24,9.0,2026-02-25,Received,Generated internal movement.
1816,MO-2026-1816,2026-02-25,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-26,,,,,,,Pending Approval,Generated internal movement.
1817,MO-2026-1817,2026-02-26,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-28,9.0,2026-02-26,10.0,2026-02-26,11.0,2026-02-27,Received,Generated internal movement.
1818,MO-2026-1818,2026-02-27,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-02,10.0,2026-02-27,11.0,2026-02-27,12.0,2026-02-28,Received,Generated internal movement.
1819,MO-2026-1819,2026-02-28,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-04,11.0,2026-02-28,12.0,2026-02-28,13.0,2026-03-01,Received,Generated internal movement.
1820,MO-2026-1820,2026-03-01,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-06,12.0,2026-03-01,13.0,2026-03-01,1.0,2026-03-02,Received,Generated internal movement.
1821,MO-2026-1821,2026-03-02,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-03,,,,,,,Pending Approval,Generated internal movement.
1822,MO-2026-1822,2026-03-03,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-05,1.0,2026-03-03,3.0,2026-03-03,4.0,2026-03-04,Received,Generated internal movement.
1823,MO-2026-1823,2026-03-04,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-07,3.0,2026-03-04,4.0,2026-03-04,5.0,2026-03-05,Received,Generated internal movement.
1824,MO-2026-1824,2026-03-05,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-09,4.0,2026-03-05,5.0,2026-03-05,6.0,2026-03-06,Received,Generated internal movement.
1825,MO-2026-1825,2026-03-06,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-11,5.0,2026-03-06,6.0,2026-03-06,7.0,2026-03-07,Received,Generated internal movement.
1826,MO-2026-1826,2026-03-07,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-08,,,,,,,Pending Approval,Generated internal movement.
1827,MO-2026-1827,2026-03-08,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-10,7.0,2026-03-08,8.0,2026-03-08,9.0,2026-03-09,Received,Generated internal movement.
1828,MO-2026-1828,2026-03-09,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-12,8.0,2026-03-09,9.0,2026-03-09,10.0,2026-03-10,Received,Generated internal movement.
1829,MO-2026-1829,2026-03-10,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-14,9.0,2026-03-10,10.0,2026-03-10,11.0,2026-03-11,Received,Generated internal movement.
1830,MO-2026-1830,2026-03-11,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-16,10.0,2026-03-11,11.0,2026-03-11,12.0,2026-03-12,Received,Generated internal movement.
1831,MO-2026-1831,2026-03-12,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-13,,,,,,,Pending Approval,Generated internal movement.
1832,MO-2026-1832,2026-03-13,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-15,12.0,2026-03-13,13.0,2026-03-13,1.0,2026-03-14,Received,Generated internal movement.
1833,MO-2026-1833,2026-03-14,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-17,13.0,2026-03-14,1.0,2026-03-14,3.0,2026-03-15,Received,Generated internal movement.
1834,MO-2026-1834,2026-03-15,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-19,1.0,2026-03-15,3.0,2026-03-15,4.0,2026-03-16,Received,Generated internal movement.
1835,MO-2026-1835,2026-03-16,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-21,3.0,2026-03-16,4.0,2026-03-16,5.0,2026-03-17,Received,Generated internal movement.
1836,MO-2026-1836,2026-03-17,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-18,,,,,,,Pending Approval,Generated internal movement.
1837,MO-2026-1837,2026-03-18,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-20,5.0,2026-03-18,6.0,2026-03-18,7.0,2026-03-19,Received,Generated internal movement.
1838,MO-2026-1838,2026-03-19,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-22,6.0,2026-03-19,7.0,2026-03-19,8.0,2026-03-20,Received,Generated internal movement.
1839,MO-2026-1839,2026-03-20,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-24,7.0,2026-03-20,8.0,2026-03-20,9.0,2026-03-21,Received,Generated internal movement.
1840,MO-2026-1840,2026-03-21,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-26,8.0,2026-03-21,9.0,2026-03-21,10.0,2026-03-22,Received,Generated internal movement.
1841,MO-2026-1841,2026-03-22,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-23,,,,,,,Pending Approval,Generated internal movement.
1842,MO-2026-1842,2026-03-23,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-25,10.0,2026-03-23,11.0,2026-03-23,12.0,2026-03-24,Received,Generated internal movement.
1843,MO-2026-1843,2026-03-24,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-27,11.0,2026-03-24,12.0,2026-03-24,13.0,2026-03-25,Received,Generated internal movement.
1844,MO-2026-1844,2026-03-25,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-29,12.0,2026-03-25,13.0,2026-03-25,1.0,2026-03-26,Received,Generated internal movement.
1845,MO-2026-1845,2026-03-26,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-31,13.0,2026-03-26,1.0,2026-03-26,3.0,2026-03-27,Received,Generated internal movement.
1846,MO-2026-1846,2026-03-27,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-28,,,,,,,Pending Approval,Generated internal movement.
1847,MO-2026-1847,2026-03-28,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-30,3.0,2026-03-28,4.0,2026-03-28,5.0,2026-03-29,Received,Generated internal movement.
1848,MO-2026-1848,2026-03-29,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-04-01,4.0,2026-03-29,5.0,2026-03-29,6.0,2026-03-30,Received,Generated internal movement.
1849,MO-2026-1849,2026-03-30,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-04-03,5.0,2026-03-30,6.0,2026-03-30,7.0,2026-03-31,Received,Generated internal movement.
1850,MO-2026-1850,2026-03-31,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-04-05,6.0,2026-03-31,7.0,2026-03-31,8.0,2026-04-01,Received,Generated internal movement.
1851,MO-2026-1851,2026-04-01,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-04-02,,,,,,,Pending Approval,Generated internal movement.
1852,MO-2026-1852,2026-04-02,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-04-04,8.0,2026-04-02,9.0,2026-04-02,10.0,2026-04-03,Received,Generated internal movement.
1853,MO-2026-1853,2026-04-03,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-04-06,9.0,2026-04-03,10.0,2026-04-03,11.0,2026-04-04,Received,Generated internal movement.
1854,MO-2026-1854,2026-04-04,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-04-08,10.0,2026-04-04,11.0,2026-04-04,12.0,2026-04-05,Received,Generated internal movement.
1855,MO-2026-1855,2026-04-05,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-04-10,11.0,2026-04-05,12.0,2026-04-05,13.0,2026-04-06,Received,Generated internal movement.
1856,MO-2026-1856,2026-04-06,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-04-07,,,,,,,Pending Approval,Generated internal movement.
1857,MO-2026-1857,2026-04-07,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-04-09,13.0,2026-04-07,1.0,2026-04-07,3.0,2026-04-08,Received,Generated internal movement.
1858,MO-2026-1858,2026-04-08,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-04-11,1.0,2026-04-08,3.0,2026-04-08,4.0,2026-04-09,Received,Generated internal movement.
1859,MO-2026-1859,2026-04-09,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-04-13,3.0,2026-04-09,4.0,2026-04-09,5.0,2026-04-10,Received,Generated internal movement.
1860,MO-2026-1860,2026-04-10,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-04-15,4.0,2026-04-10,5.0,2026-04-10,6.0,2026-04-11,Received,Generated internal movement.
1861,MO-2026-1861,2026-04-11,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-04-12,,,,,,,Pending Approval,Generated internal movement.
1862,MO-2026-1862,2026-04-12,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-04-14,6.0,2026-04-12,7.0,2026-04-12,8.0,2026-04-13,Received,Generated internal movement.
1863,MO-2026-1863,2026-04-13,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-04-16,7.0,2026-04-13,8.0,2026-04-13,9.0,2026-04-14,Received,Generated internal movement.
1864,MO-2026-1864,2026-04-14,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-04-18,8.0,2026-04-14,9.0,2026-04-14,10.0,2026-04-15,Received,Generated internal movement.
1865,MO-2026-1865,2026-04-15,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-04-20,9.0,2026-04-15,10.0,2026-04-15,11.0,2026-04-16,Received,Generated internal movement.
1866,MO-2026-1866,2026-04-16,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-04-17,,,,,,,Pending Approval,Generated internal movement.
1867,MO-2026-1867,2026-04-17,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-04-19,11.0,2026-04-17,12.0,2026-04-17,13.0,2026-04-18,Received,Generated internal movement.
1868,MO-2026-1868,2026-04-18,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-04-21,12.0,2026-04-18,13.0,2026-04-18,1.0,2026-04-19,Received,Generated internal movement.
1869,MO-2026-1869,2026-04-19,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-04-23,13.0,2026-04-19,1.0,2026-04-19,3.0,2026-04-20,Received,Generated internal movement.
1870,MO-2026-1870,2026-04-20,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-04-25,1.0,2026-04-20,3.0,2026-04-20,4.0,2026-04-21,Received,Generated internal movement.
1871,MO-2026-1871,2026-04-21,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-04-22,,,,,,,Pending Approval,Generated internal movement.
1872,MO-2026-1872,2026-04-22,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-04-24,4.0,2026-04-22,5.0,2026-04-22,6.0,2026-04-23,Received,Generated internal movement.
1873,MO-2026-1873,2026-04-23,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-04-26,5.0,2026-04-23,6.0,2026-04-23,7.0,2026-04-24,Received,Generated internal movement.
1874,MO-2026-1874,2026-04-24,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-04-28,6.0,2026-04-24,7.0,2026-04-24,8.0,2026-04-25,Received,Generated internal movement.
1875,MO-2026-1875,2026-04-25,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-04-30,7.0,2026-04-25,8.0,2026-04-25,9.0,2026-04-26,Received,Generated internal movement.
1876,MO-2026-1876,2026-04-26,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-04-27,,,,,,,Pending Approval,Generated internal movement.
1877,MO-2026-1877,2026-04-27,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-04-29,9.0,2026-04-27,10.0,2026-04-27,11.0,2026-04-28,Received,Generated internal movement.
1878,MO-2026-1878,2026-04-28,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-05-01,10.0,2026-04-28,11.0,2026-04-28,12.0,2026-04-29,Received,Generated internal movement.
1879,MO-2026-1879,2026-04-29,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-05-03,11.0,2026-04-29,12.0,2026-04-29,13.0,2026-04-30,Received,Generated internal movement.
1880,MO-2026-1880,2026-04-30,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-05-05,12.0,2026-04-30,13.0,2026-04-30,1.0,2026-05-01,Received,Generated internal movement.
1881,MO-2026-1881,2026-05-01,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-05-02,,,,,,,Pending Approval,Generated internal movement.
1882,MO-2026-1882,2026-05-02,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-05-04,1.0,2026-05-02,3.0,2026-05-02,4.0,2026-05-03,Received,Generated internal movement.
1883,MO-2026-1883,2026-05-03,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-05-06,3.0,2026-05-03,4.0,2026-05-03,5.0,2026-05-04,Received,Generated internal movement.
1884,MO-2026-1884,2026-05-04,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-05-08,4.0,2026-05-04,5.0,2026-05-04,6.0,2026-05-05,Received,Generated internal movement.
1885,MO-2026-1885,2026-05-05,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-05-10,5.0,2026-05-05,6.0,2026-05-05,7.0,2026-05-06,Received,Generated internal movement.
1886,MO-2026-1886,2026-05-06,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-05-07,,,,,,,Pending Approval,Generated internal movement.
1887,MO-2026-1887,2026-05-07,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-05-09,7.0,2026-05-07,8.0,2026-05-07,9.0,2026-05-08,Received,Generated internal movement.
1888,MO-2026-1888,2026-05-08,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-05-11,8.0,2026-05-08,9.0,2026-05-08,10.0,2026-05-09,Received,Generated internal movement.
1889,MO-2026-1889,2026-05-09,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-05-13,9.0,2026-05-09,10.0,2026-05-09,11.0,2026-05-10,Received,Generated internal movement.
1890,MO-2026-1890,2026-05-10,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-05-15,10.0,2026-05-10,11.0,2026-05-10,12.0,2026-05-11,Received,Generated internal movement.
1891,MO-2026-1891,2026-05-11,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-05-12,,,,,,,Pending Approval,Generated internal movement.
1892,MO-2026-1892,2026-05-12,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-05-14,12.0,2026-05-12,13.0,2026-05-12,1.0,2026-05-13,Received,Generated internal movement.
1893,MO-2026-1893,2026-05-13,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-05-16,13.0,2026-05-13,1.0,2026-05-13,3.0,2026-05-14,Received,Generated internal movement.
1894,MO-2026-1894,2026-05-14,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-05-18,1.0,2026-05-14,3.0,2026-05-14,4.0,2026-05-15,Received,Generated internal movement.
1895,MO-2026-1895,2026-05-15,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-05-20,3.0,2026-05-15,4.0,2026-05-15,5.0,2026-05-16,Received,Generated internal movement.
1896,MO-2026-1896,2026-05-16,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-05-17,,,,,,,Pending Approval,Generated internal movement.
1897,MO-2026-1897,2026-05-17,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-05-19,5.0,2026-05-17,6.0,2026-05-17,7.0,2026-05-18,Received,Generated internal movement.
1898,MO-2026-1898,2026-05-18,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-05-21,6.0,2026-05-18,7.0,2026-05-18,8.0,2026-05-19,Received,Generated internal movement.
1899,MO-2026-1899,2026-05-19,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-05-23,7.0,2026-05-19,8.0,2026-05-19,9.0,2026-05-20,Received,Generated internal movement.
