mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
287,287,95,66.000,66.000,No,3.00,198.00,Impregnation Oven Exit Area,Quality Inspection Bay 1,2027-03-16,2027-03-14,Quality inspection sample for QR Code Label against MO202600000287.
288,288,102,26.000,26.000,No,82000.00,2132000.00,End of Line Test Area,Finished Goods Warehouse - Export Hold,2027-03-18,2027-03-15,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000288.
289,289,100,28.000,28.000,No,18500.00,518000.00,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,2027-03-19,2027-03-16,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000289.
290,290,16,120.000,120.000,No,1300.00,156000.00,Core Stacking Output Rack,Assembly Supermarket,2027-03-18,2027-03-17,Assembly transfer for Housing 1.5 kW against MO202600000290.
291,291,31,98.000,98.000,kg,920.00,90160.00,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,2027-03-20,2027-03-18,Return or scrap segregation for Copper Wire 1.60 mm against MO202600000291.
292,292,9,53.000,53.000,No,360.00,19080.00,Electrical Store - Sleeve Bin,Harness Preparation Cell,2027-03-21,2027-03-19,Production issue for NdFeB Magnet N48 against MO202600000292.
293,293,53,174.000,174.000,No,3.00,522.00,Safety Stock Room,Shutdown Maintenance Cage,2027-03-24,2027-03-20,Maintenance spare issue for Cable Tie 200 mm against MO202600000293.
294,294,6,107.000,107.000,No,5000.00,535000.00,Rotor Assembly Line 2,Quality Hold Area,2027-03-22,2027-03-21,Quality inspection sample for Rotor Core 7.5 kW against MO202600000294.
295,295,100,40.000,40.000,No,18500.00,740000.00,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,2027-03-24,2027-03-22,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000295.
296,296,101,42.000,42.000,No,36500.00,1533000.00,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,2027-06-09,2027-06-09,Dispatch staging movement for PMSM Motor 3 kW against MO202600000296.
297,297,28,50.000,50.000,No,110.00,5500.00,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,2027-03-27,2027-03-24,Assembly transfer for Oil Seal Heavy Duty against MO202600000297.
298,298,23,42.000,42.000,No,120.00,5040.00,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,2027-03-26,2027-03-25,Return or scrap segregation for Bearing 6202-2RS against MO202600000298.
299,299,61,283.000,283.000,m,25.00,7075.00,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,2027-03-28,2027-03-26,Production issue for Heat Shrink Sleeve 8 mm against MO202600000299.
300,300,65,111.000,111.000,No,12.00,1332.00,Electrical Store - Breaker Bin,Utility Repair Bench,2027-03-29,2027-03-27,Maintenance spare issue for Hex Bolt M835 against MO202600000300.
301,301,103,240.000,240.000,No,5200.00,1248000.00,STAT_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Stator 1.5kW.
302,302,104,360.000,360.000,No,7800.00,2808000.00,STAT_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Stator 3kW.
303,303,105,294.000,294.000,No,15500.00,4557000.00,STAT_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Stator 7.5kW.
304,304,106,240.000,240.000,No,4300.00,1032000.00,ROTR_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Rotor 1.5kW.
305,305,107,360.000,360.000,No,6900.00,2484000.00,ROTR_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Rotor 3kW.
306,306,108,294.000,294.000,No,13600.00,3998400.00,ROTR_WIP,ASMB_WIP,2025-04-02,2025-04-01,SFG transfer to assembly for Finished Rotor 7.5kW.
